Gene stable ID,Zebrafish gene stable ID
ENSRNOG00000003033,ENSDARG00000079572
ENSRNOG00000003033,ENSDARG00000052957
ENSRNOG00000016502,ENSDARG00000098057
ENSRNOG00000014218,ENSDARG00000101186
ENSRNOG00000000230,ENSDARG00000102861
ENSRNOG00000007506,ENSDARG00000077859
ENSRNOG00000026171,ENSDARG00000063522
ENSRNOG00000018645,ENSDARG00000019181
ENSRNOG00000029184,ENSDARG00000022971
ENSRNOG00000015848,ENSDARG00000045827
ENSRNOG00000037360,ENSDARG00000105276
ENSRNOG00000037360,ENSDARG00000038059
ENSRNOG00000047040,ENSDARG00000099363
ENSRNOG00000000561,ENSDARG00000098946
ENSRNOG00000000561,ENSDARG00000039352
ENSRNOG00000021262,ENSDARG00000017365
ENSRNOG00000007407,ENSDARG00000042469
ENSRNOG00000002701,ENSDARG00000058005
ENSRNOG00000005107,ENSDARG00000059556
ENSRNOG00000006787,ENSDARG00000013236
ENSRNOG00000002632,ENSDARG00000005513
ENSRNOG00000057116,ENSDARG00000004891
ENSRNOG00000002244,ENSDARG00000070494
ENSRNOG00000008619,ENSDARG00000077082
ENSRNOG00000012051,ENSDARG00000061468
ENSRNOG00000009211,ENSDARG00000031749
ENSRNOG00000049784,ENSDARG00000115282
ENSRNOG00000013169,ENSDARG00000003963
ENSRNOG00000013169,ENSDARG00000038964
ENSRNOG00000045679,ENSDARG00000012076
ENSRNOG00000045679,ENSDARG00000101324
ENSRNOG00000009936,ENSDARG00000057907
ENSRNOG00000032232,ENSDARG00000099667
ENSRNOG00000003076,ENSDARG00000056150
ENSRNOG00000003076,ENSDARG00000044179
ENSRNOG00000057710,ENSDARG00000051748
ENSRNOG00000057710,ENSDARG00000070408
ENSRNOG00000004141,ENSDARG00000102565
ENSRNOG00000004141,ENSDARG00000099266
ENSRNOG00000021312,ENSDARG00000104886
ENSRNOG00000014564,ENSDARG00000007279
ENSRNOG00000012362,ENSDARG00000076401
ENSRNOG00000017488,ENSDARG00000053527
ENSRNOG00000028072,ENSDARG00000100635
ENSRNOG00000047891,ENSDARG00000070769
ENSRNOG00000008620,ENSDARG00000010207
ENSRNOG00000008620,ENSDARG00000036096
ENSRNOG00000010496,ENSDARG00000006345
ENSRNOG00000027606,ENSDARG00000099694
ENSRNOG00000018520,ENSDARG00000103478
ENSRNOG00000050205,ENSDARG00000099106
ENSRNOG00000006112,ENSDARG00000110710
ENSRNOG00000006112,ENSDARG00000057707
ENSRNOG00000007805,ENSDARG00000032264
ENSRNOG00000015508,ENSDARG00000101443
ENSRNOG00000021781,ENSDARG00000116980
ENSRNOG00000037476,ENSDARG00000006832
ENSRNOG00000024310,ENSDARG00000027940
ENSRNOG00000024310,ENSDARG00000027285
ENSRNOG00000055382,ENSDARG00000104480
ENSRNOG00000006976,ENSDARG00000034734
ENSRNOG00000023803,ENSDARG00000061379
ENSRNOG00000023803,ENSDARG00000100353
ENSRNOG00000026913,ENSDARG00000069515
ENSRNOG00000060478,ENSDARG00000100588
ENSRNOG00000048231,ENSDARG00000109643
ENSRNOG00000048231,ENSDARG00000089276
ENSRNOG00000010960,ENSDARG00000014969
ENSRNOG00000010960,ENSDARG00000071724
ENSRNOG00000042482,ENSDARG00000070618
ENSRNOG00000001851,ENSDARG00000009262
ENSRNOG00000050505,ENSDARG00000001817
ENSRNOG00000050505,ENSDARG00000035697
ENSRNOG00000050505,ENSDARG00000058949
ENSRNOG00000061511,ENSDARG00000116344
ENSRNOG00000019623,ENSDARG00000036855
ENSRNOG00000019623,ENSDARG00000076657
ENSRNOG00000019623,ENSDARG00000078256
ENSRNOG00000019623,ENSDARG00000076472
ENSRNOG00000012343,ENSDARG00000058571
ENSRNOG00000017478,ENSDARG00000069968
ENSRNOG00000056958,ENSDARG00000116621
ENSRNOG00000025705,ENSDARG00000062960
ENSRNOG00000001113,ENSDARG00000108505
ENSRNOG00000001113,ENSDARG00000087446
ENSRNOG00000001113,ENSDARG00000089090
ENSRNOG00000011167,ENSDARG00000015998
ENSRNOG00000042929,ENSDARG00000105071
ENSRNOG00000042929,ENSDARG00000058701
ENSRNOG00000034093,ENSDARG00000068992
ENSRNOG00000034093,ENSDARG00000037403
ENSRNOG00000011454,ENSDARG00000013667
ENSRNOG00000020424,ENSDARG00000098862
ENSRNOG00000012810,ENSDARG00000058725
ENSRNOG00000012810,ENSDARG00000042159
ENSRNOG00000056458,ENSDARG00000062727
ENSRNOG00000056931,ENSDARG00000034897
ENSRNOG00000014723,ENSDARG00000079012
ENSRNOG00000049965,ENSDARG00000042962
ENSRNOG00000015008,ENSDARG00000045413
ENSRNOG00000018849,ENSDARG00000030665
ENSRNOG00000047216,ENSDARG00000080591
ENSRNOG00000047216,ENSDARG00000080579
ENSRNOG00000019419,ENSDARG00000079684
ENSRNOG00000031912,ENSDARG00000007320
ENSRNOG00000008707,ENSDARG00000019521
ENSRNOG00000013445,ENSDARG00000102274
ENSRNOG00000047098,ENSDARG00000079078
ENSRNOG00000047098,ENSDARG00000097011
ENSRNOG00000047098,ENSDARG00000069735
ENSRNOG00000047098,ENSDARG00000088330
ENSRNOG00000047098,ENSDARG00000089475
ENSRNOG00000047098,ENSDARG00000089124
ENSRNOG00000047098,ENSDARG00000079305
ENSRNOG00000047098,ENSDARG00000045142
ENSRNOG00000020655,ENSDARG00000087241
ENSRNOG00000013370,ENSDARG00000070061
ENSRNOG00000007727,ENSDARG00000111810
ENSRNOG00000005369,ENSDARG00000077165
ENSRNOG00000005369,ENSDARG00000062217
ENSRNOG00000026178,ENSDARG00000063525
ENSRNOG00000006995,ENSDARG00000061544
ENSRNOG00000023456,ENSDARG00000036831
ENSRNOG00000008461,ENSDARG00000098852
ENSRNOG00000008461,ENSDARG00000095826
ENSRNOG00000047113,ENSDARG00000088985
ENSRNOG00000013326,ENSDARG00000035887
ENSRNOG00000000531,ENSDARG00000045850
ENSRNOG00000019080,ENSDARG00000036966
ENSRNOG00000024545,ENSDARG00000078822
ENSRNOG00000024545,ENSDARG00000101586
ENSRNOG00000014398,ENSDARG00000010425
ENSRNOG00000052080,ENSDARG00000100089
ENSRNOG00000052080,ENSDARG00000011065
ENSRNOG00000016613,ENSDARG00000070338
ENSRNOG00000015498,ENSDARG00000103208
ENSRNOG00000015498,ENSDARG00000100137
ENSRNOG00000015498,ENSDARG00000070299
ENSRNOG00000015498,ENSDARG00000058244
ENSRNOG00000046391,ENSDARG00000100439
ENSRNOG00000046391,ENSDARG00000079636
ENSRNOG00000021984,ENSDARG00000096687
ENSRNOG00000021984,ENSDARG00000016584
ENSRNOG00000020420,ENSDARG00000042010
ENSRNOG00000050106,ENSDARG00000037158
ENSRNOG00000018254,ENSDARG00000100198
ENSRNOG00000052116,ENSDARG00000101094
ENSRNOG00000027860,ENSDARG00000055086
ENSRNOG00000046345,ENSDARG00000059323
ENSRNOG00000020032,ENSDARG00000042336
ENSRNOG00000020032,ENSDARG00000029524
ENSRNOG00000009484,ENSDARG00000103856
ENSRNOG00000024194,ENSDARG00000068640
ENSRNOG00000024194,ENSDARG00000093503
ENSRNOG00000052471,ENSDARG00000085130
ENSRNOG00000009275,ENSDARG00000104889
ENSRNOG00000005655,ENSDARG00000012013
ENSRNOG00000025527,ENSDARG00000088571
ENSRNOG00000004163,ENSDARG00000043509
ENSRNOG00000013271,ENSDARG00000021466
ENSRNOG00000007213,ENSDARG00000035913
ENSRNOG00000037402,ENSDARG00000045296
ENSRNOG00000003779,ENSDARG00000029783
ENSRNOG00000019277,ENSDARG00000003695
ENSRNOG00000019277,ENSDARG00000116680
ENSRNOG00000009106,ENSDARG00000061416
ENSRNOG00000001195,ENSDARG00000061941
ENSRNOG00000021200,ENSDARG00000030494
ENSRNOG00000037709,ENSDARG00000062960
ENSRNOG00000019400,ENSDARG00000016153
ENSRNOG00000047350,ENSDARG00000023766
ENSRNOG00000014049,ENSDARG00000016399
ENSRNOG00000039439,ENSDARG00000076532
ENSRNOG00000012295,ENSDARG00000060921
ENSRNOG00000008564,ENSDARG00000104097
ENSRNOG00000008564,ENSDARG00000069589
ENSRNOG00000016665,ENSDARG00000054930
ENSRNOG00000016778,ENSDARG00000022788
ENSRNOG00000061299,ENSDARG00000079078
ENSRNOG00000061299,ENSDARG00000097011
ENSRNOG00000061299,ENSDARG00000069735
ENSRNOG00000061299,ENSDARG00000088330
ENSRNOG00000061299,ENSDARG00000089475
ENSRNOG00000061299,ENSDARG00000089124
ENSRNOG00000061299,ENSDARG00000079305
ENSRNOG00000061299,ENSDARG00000045142
ENSRNOG00000024798,ENSDARG00000042688
ENSRNOG00000012149,ENSDARG00000017311
ENSRNOG00000013968,ENSDARG00000078918
ENSRNOG00000024364,ENSDARG00000043550
ENSRNOG00000018825,ENSDARG00000009868
ENSRNOG00000011879,ENSDARG00000020872
ENSRNOG00000011879,ENSDARG00000102556
ENSRNOG00000004410,ENSDARG00000103379
ENSRNOG00000004410,ENSDARG00000045936
ENSRNOG00000024455,ENSDARG00000038566
ENSRNOG00000000417,ENSDARG00000102483
ENSRNOG00000023760,ENSDARG00000030633
ENSRNOG00000021151,ENSDARG00000044541
ENSRNOG00000021151,ENSDARG00000030161
ENSRNOG00000001273,ENSDARG00000098391
ENSRNOG00000013987,ENSDARG00000098801
ENSRNOG00000013987,ENSDARG00000016188
ENSRNOG00000021058,ENSDARG00000004806
ENSRNOG00000003280,ENSDARG00000077560
ENSRNOG00000003280,ENSDARG00000078149
ENSRNOG00000008788,ENSDARG00000006272
ENSRNOG00000008788,ENSDARG00000004721
ENSRNOG00000036837,ENSDARG00000020606
ENSRNOG00000018531,ENSDARG00000075129
ENSRNOG00000030925,ENSDARG00000112895
ENSRNOG00000053155,ENSDARG00000105484
ENSRNOG00000016783,ENSDARG00000071494
ENSRNOG00000014124,ENSDARG00000010756
ENSRNOG00000019819,ENSDARG00000077607
ENSRNOG00000010502,ENSDARG00000007477
ENSRNOG00000029885,ENSDARG00000011783
ENSRNOG00000029885,ENSDARG00000053668
ENSRNOG00000007720,ENSDARG00000074074
ENSRNOG00000057945,ENSDARG00000024967
ENSRNOG00000026982,ENSDARG00000045797
ENSRNOG00000006369,ENSDARG00000070399
ENSRNOG00000015152,ENSDARG00000051861
ENSRNOG00000015152,ENSDARG00000079438
ENSRNOG00000019528,ENSDARG00000086056
ENSRNOG00000000500,ENSDARG00000011490
ENSRNOG00000007722,ENSDARG00000098860
ENSRNOG00000014776,ENSDARG00000060070
ENSRNOG00000010765,ENSDARG00000044968
ENSRNOG00000010765,ENSDARG00000098695
ENSRNOG00000038205,ENSDARG00000039830
ENSRNOG00000008924,ENSDARG00000100913
ENSRNOG00000008924,ENSDARG00000030532
ENSRNOG00000002251,ENSDARG00000021082
ENSRNOG00000037310,ENSDARG00000098861
ENSRNOG00000006846,ENSDARG00000038868
ENSRNOG00000006846,ENSDARG00000026599
ENSRNOG00000049681,ENSDARG00000099943
ENSRNOG00000011120,ENSDARG00000010331
ENSRNOG00000014182,ENSDARG00000020845
ENSRNOG00000005867,ENSDARG00000002168
ENSRNOG00000014310,ENSDARG00000020447
ENSRNOG00000016384,ENSDARG00000075253
ENSRNOG00000003496,ENSDARG00000059900
ENSRNOG00000006399,ENSDARG00000028321
ENSRNOG00000002373,ENSDARG00000089802
ENSRNOG00000002373,ENSDARG00000006062
ENSRNOG00000034120,ENSDARG00000001817
ENSRNOG00000034120,ENSDARG00000035697
ENSRNOG00000034120,ENSDARG00000058949
ENSRNOG00000034269,ENSDARG00000063079
ENSRNOG00000034269,ENSDARG00000059888
ENSRNOG00000060944,ENSDARG00000083986
ENSRNOG00000010431,ENSDARG00000075826
ENSRNOG00000019698,ENSDARG00000056483
ENSRNOG00000019698,ENSDARG00000056490
ENSRNOG00000025198,ENSDARG00000045880
ENSRNOG00000047720,ENSDARG00000028367
ENSRNOG00000028129,ENSDARG00000059437
ENSRNOG00000051624,ENSDARG00000056167
ENSRNOG00000057942,ENSDARG00000013750
ENSRNOG00000057942,ENSDARG00000022456
ENSRNOG00000053801,ENSDARG00000084034
ENSRNOG00000045984,ENSDARG00000096255
ENSRNOG00000045984,ENSDARG00000096340
ENSRNOG00000045984,ENSDARG00000096259
ENSRNOG00000056130,ENSDARG00000088881
ENSRNOG00000032420,ENSDARG00000099175
ENSRNOG00000032420,ENSDARG00000030479
ENSRNOG00000048980,ENSDARG00000056831
ENSRNOG00000021330,ENSDARG00000104709
ENSRNOG00000030689,ENSDARG00000090552
ENSRNOG00000030689,ENSDARG00000092593
ENSRNOG00000030689,ENSDARG00000093512
ENSRNOG00000030689,ENSDARG00000028659
ENSRNOG00000030689,ENSDARG00000094643
ENSRNOG00000030689,ENSDARG00000116378
ENSRNOG00000030689,ENSDARG00000054898
ENSRNOG00000030689,ENSDARG00000094854
ENSRNOG00000030689,ENSDARG00000043802
ENSRNOG00000030689,ENSDARG00000043796
ENSRNOG00000030689,ENSDARG00000007018
ENSRNOG00000030689,ENSDARG00000092204
ENSRNOG00000030689,ENSDARG00000095695
ENSRNOG00000030689,ENSDARG00000105674
ENSRNOG00000030689,ENSDARG00000093546
ENSRNOG00000030689,ENSDARG00000097527
ENSRNOG00000030689,ENSDARG00000043798
ENSRNOG00000030689,ENSDARG00000091970
ENSRNOG00000030689,ENSDARG00000014024
ENSRNOG00000030689,ENSDARG00000053563
ENSRNOG00000030689,ENSDARG00000094809
ENSRNOG00000030689,ENSDARG00000020548
ENSRNOG00000030689,ENSDARG00000098387
ENSRNOG00000030689,ENSDARG00000026616
ENSRNOG00000004179,ENSDARG00000057887
ENSRNOG00000019470,ENSDARG00000027992
ENSRNOG00000026833,ENSDARG00000040571
ENSRNOG00000003313,ENSDARG00000075012
ENSRNOG00000057059,ENSDARG00000063264
ENSRNOG00000000508,ENSDARG00000062960
ENSRNOG00000012807,ENSDARG00000044613
ENSRNOG00000013253,ENSDARG00000013861
ENSRNOG00000011137,ENSDARG00000054984
ENSRNOG00000026783,ENSDARG00000060983
ENSRNOG00000021517,ENSDARG00000042272
ENSRNOG00000031612,ENSDARG00000002917
ENSRNOG00000031612,ENSDARG00000069095
ENSRNOG00000061050,ENSDARG00000031845
ENSRNOG00000061050,ENSDARG00000042551
ENSRNOG00000014604,ENSDARG00000011418
ENSRNOG00000034513,ENSDARG00000084912
ENSRNOG00000034513,ENSDARG00000105205
ENSRNOG00000028899,ENSDARG00000071467
ENSRNOG00000019272,ENSDARG00000068123
ENSRNOG00000011007,ENSDARG00000100674
ENSRNOG00000048365,ENSDARG00000014287
ENSRNOG00000020333,ENSDARG00000017675
ENSRNOG00000004245,ENSDARG00000102744
ENSRNOG00000013034,ENSDARG00000067808
ENSRNOG00000013034,ENSDARG00000112213
ENSRNOG00000013034,ENSDARG00000039682
ENSRNOG00000013034,ENSDARG00000095001
ENSRNOG00000013034,ENSDARG00000092956
ENSRNOG00000015558,ENSDARG00000071055
ENSRNOG00000050006,ENSDARG00000035552
ENSRNOG00000025484,ENSDARG00000069301
ENSRNOG00000016050,ENSDARG00000104015
ENSRNOG00000050946,ENSDARG00000015293
ENSRNOG00000046139,ENSDARG00000010934
ENSRNOG00000049749,ENSDARG00000014148
ENSRNOG00000024257,ENSDARG00000062828
ENSRNOG00000024257,ENSDARG00000092249
ENSRNOG00000024257,ENSDARG00000070774
ENSRNOG00000024257,ENSDARG00000062820
ENSRNOG00000020865,ENSDARG00000099362
ENSRNOG00000020865,ENSDARG00000102335
ENSRNOG00000021338,ENSDARG00000075837
ENSRNOG00000019685,ENSDARG00000006944
ENSRNOG00000019685,ENSDARG00000074466
ENSRNOG00000013507,ENSDARG00000027595
ENSRNOG00000013507,ENSDARG00000058354
ENSRNOG00000002292,ENSDARG00000059246
ENSRNOG00000023403,ENSDARG00000018650
ENSRNOG00000029592,ENSDARG00000098574
ENSRNOG00000020597,ENSDARG00000089828
ENSRNOG00000059955,ENSDARG00000100588
ENSRNOG00000025539,ENSDARG00000039225
ENSRNOG00000023256,ENSDARG00000055076
ENSRNOG00000023256,ENSDARG00000086017
ENSRNOG00000012422,ENSDARG00000056218
ENSRNOG00000000505,ENSDARG00000042905
ENSRNOG00000021792,ENSDARG00000045371
ENSRNOG00000016833,ENSDARG00000075570
ENSRNOG00000011667,ENSDARG00000077075
ENSRNOG00000005618,ENSDARG00000074266
ENSRNOG00000053557,ENSDARG00000052649
ENSRNOG00000032088,ENSDARG00000010516
ENSRNOG00000018220,ENSDARG00000087596
ENSRNOG00000032374,ENSDARG00000052059
ENSRNOG00000016066,ENSDARG00000055381
ENSRNOG00000016066,ENSDARG00000099677
ENSRNOG00000004697,ENSDARG00000089549
ENSRNOG00000040284,ENSDARG00000095415
ENSRNOG00000028255,ENSDARG00000032327
ENSRNOG00000054863,ENSDARG00000100224
ENSRNOG00000006731,ENSDARG00000078433
ENSRNOG00000001770,ENSDARG00000070029
ENSRNOG00000023427,ENSDARG00000104834
ENSRNOG00000022039,ENSDARG00000091762
ENSRNOG00000019556,ENSDARG00000016691
ENSRNOG00000019556,ENSDARG00000005842
ENSRNOG00000013048,ENSDARG00000045305
ENSRNOG00000032995,ENSDARG00000037675
ENSRNOG00000008632,ENSDARG00000002213
ENSRNOG00000006824,ENSDARG00000087573
ENSRNOG00000018359,ENSDARG00000016858
ENSRNOG00000017939,ENSDARG00000101735
ENSRNOG00000011027,ENSDARG00000063588
ENSRNOG00000030019,ENSDARG00000002791
ENSRNOG00000030019,ENSDARG00000039131
ENSRNOG00000030019,ENSDARG00000040252
ENSRNOG00000030019,ENSDARG00000007739
ENSRNOG00000030019,ENSDARG00000019856
ENSRNOG00000030019,ENSDARG00000001870
ENSRNOG00000025794,ENSDARG00000077717
ENSRNOG00000012271,ENSDARG00000004174
ENSRNOG00000004470,ENSDARG00000090344
ENSRNOG00000008153,ENSDARG00000089327
ENSRNOG00000009642,ENSDARG00000013475
ENSRNOG00000000825,ENSDARG00000012726
ENSRNOG00000000825,ENSDARG00000074947
ENSRNOG00000004488,ENSDARG00000020744
ENSRNOG00000031840,ENSDARG00000007795
ENSRNOG00000031840,ENSDARG00000069192
ENSRNOG00000002653,ENSDARG00000055123
ENSRNOG00000002653,ENSDARG00000007151
ENSRNOG00000005781,ENSDARG00000094973
ENSRNOG00000010733,ENSDARG00000036338
ENSRNOG00000020889,ENSDARG00000054833
ENSRNOG00000001623,ENSDARG00000043285
ENSRNOG00000007899,ENSDARG00000086107
ENSRNOG00000014107,ENSDARG00000086573
ENSRNOG00000014107,ENSDARG00000089444
ENSRNOG00000055527,ENSDARG00000062221
ENSRNOG00000008398,ENSDARG00000101057
ENSRNOG00000007735,ENSDARG00000024277
ENSRNOG00000010077,ENSDARG00000019969
ENSRNOG00000010077,ENSDARG00000038786
ENSRNOG00000017090,ENSDARG00000002506
ENSRNOG00000039249,ENSDARG00000053365
ENSRNOG00000054548,ENSDARG00000005916
ENSRNOG00000004195,ENSDARG00000023002
ENSRNOG00000054989,ENSDARG00000061391
ENSRNOG00000021796,ENSDARG00000075345
ENSRNOG00000005148,ENSDARG00000056175
ENSRNOG00000007060,ENSDARG00000042332
ENSRNOG00000000563,ENSDARG00000078494
ENSRNOG00000005082,ENSDARG00000101986
ENSRNOG00000014071,ENSDARG00000041140
ENSRNOG00000003401,ENSDARG00000077291
ENSRNOG00000060340,ENSDARG00000087911
ENSRNOG00000060340,ENSDARG00000018742
ENSRNOG00000007866,ENSDARG00000052656
ENSRNOG00000007866,ENSDARG00000074732
ENSRNOG00000007866,ENSDARG00000088023
ENSRNOG00000007866,ENSDARG00000090945
ENSRNOG00000019154,ENSDARG00000011932
ENSRNOG00000019154,ENSDARG00000007601
ENSRNOG00000008479,ENSDARG00000043406
ENSRNOG00000026914,ENSDARG00000100115
ENSRNOG00000005708,ENSDARG00000058876
ENSRNOG00000005708,ENSDARG00000116438
ENSRNOG00000010560,ENSDARG00000058379
ENSRNOG00000010560,ENSDARG00000014201
ENSRNOG00000031368,ENSDARG00000023028
ENSRNOG00000061603,ENSDARG00000036956
ENSRNOG00000018039,ENSDARG00000104945
ENSRNOG00000003673,ENSDARG00000098679
ENSRNOG00000003673,ENSDARG00000112002
ENSRNOG00000038008,ENSDARG00000093687
ENSRNOG00000001216,ENSDARG00000101641
ENSRNOG00000017866,ENSDARG00000039684
ENSRNOG00000001436,ENSDARG00000071658
ENSRNOG00000001436,ENSDARG00000067626
ENSRNOG00000053449,ENSDARG00000045758
ENSRNOG00000053449,ENSDARG00000068231
ENSRNOG00000020923,ENSDARG00000061242
ENSRNOG00000005522,ENSDARG00000074393
ENSRNOG00000012141,ENSDARG00000017928
ENSRNOG00000043225,ENSDARG00000104858
ENSRNOG00000046858,ENSDARG00000089976
ENSRNOG00000047874,ENSDARG00000021097
ENSRNOG00000060045,ENSDARG00000062823
ENSRNOG00000060045,ENSDARG00000076724
ENSRNOG00000060045,ENSDARG00000114976
ENSRNOG00000060045,ENSDARG00000116796
ENSRNOG00000013346,ENSDARG00000008473
ENSRNOG00000013346,ENSDARG00000087741
ENSRNOG00000002959,ENSDARG00000079900
ENSRNOG00000040257,ENSDARG00000002190
ENSRNOG00000040257,ENSDARG00000068683
ENSRNOG00000005763,ENSDARG00000101680
ENSRNOG00000008862,ENSDARG00000078068
ENSRNOG00000008862,ENSDARG00000061047
ENSRNOG00000018711,ENSDARG00000033020
ENSRNOG00000020159,ENSDARG00000068602
ENSRNOG00000047970,ENSDARG00000078352
ENSRNOG00000047970,ENSDARG00000101110
ENSRNOG00000025715,ENSDARG00000104233
ENSRNOG00000025715,ENSDARG00000021582
ENSRNOG00000014779,ENSDARG00000041022
ENSRNOG00000021100,ENSDARG00000046148
ENSRNOG00000021100,ENSDARG00000075592
ENSRNOG00000020979,ENSDARG00000054696
ENSRNOG00000047175,ENSDARG00000053502
ENSRNOG00000036667,ENSDARG00000061216
ENSRNOG00000018214,ENSDARG00000052129
ENSRNOG00000018214,ENSDARG00000008807
ENSRNOG00000037315,ENSDARG00000100519
ENSRNOG00000036688,ENSDARG00000043795
ENSRNOG00000042960,ENSDARG00000035810
ENSRNOG00000046258,ENSDARG00000018971
ENSRNOG00000046258,ENSDARG00000004396
ENSRNOG00000000697,ENSDARG00000021193
ENSRNOG00000000697,ENSDARG00000035598
ENSRNOG00000058061,ENSDARG00000102779
ENSRNOG00000058061,ENSDARG00000080404
ENSRNOG00000058061,ENSDARG00000085400
ENSRNOG00000023659,ENSDARG00000092162
ENSRNOG00000023659,ENSDARG00000074765
ENSRNOG00000023659,ENSDARG00000001470
ENSRNOG00000023659,ENSDARG00000104293
ENSRNOG00000023659,ENSDARG00000036588
ENSRNOG00000023659,ENSDARG00000088022
ENSRNOG00000023659,ENSDARG00000069471
ENSRNOG00000059493,ENSDARG00000100519
ENSRNOG00000056819,ENSDARG00000058839
ENSRNOG00000053909,ENSDARG00000081270
ENSRNOG00000028701,ENSDARG00000032098
ENSRNOG00000060905,ENSDARG00000095224
ENSRNOG00000060905,ENSDARG00000091900
ENSRNOG00000051730,ENSDARG00000080351
ENSRNOG00000060528,ENSDARG00000089913
ENSRNOG00000023338,ENSDARG00000059202
ENSRNOG00000023338,ENSDARG00000003754
ENSRNOG00000027229,ENSDARG00000089837
ENSRNOG00000011391,ENSDARG00000078215
ENSRNOG00000021004,ENSDARG00000074829
ENSRNOG00000003237,ENSDARG00000009136
ENSRNOG00000003237,ENSDARG00000054858
ENSRNOG00000020004,ENSDARG00000101877
ENSRNOG00000060463,ENSDARG00000069928
ENSRNOG00000004515,ENSDARG00000018902
ENSRNOG00000016656,ENSDARG00000039095
ENSRNOG00000016712,ENSDARG00000026081
ENSRNOG00000056646,ENSDARG00000102779
ENSRNOG00000056646,ENSDARG00000080404
ENSRNOG00000056646,ENSDARG00000085400
ENSRNOG00000037884,ENSDARG00000078743
ENSRNOG00000037884,ENSDARG00000029803
ENSRNOG00000037884,ENSDARG00000033684
ENSRNOG00000037884,ENSDARG00000040247
ENSRNOG00000048561,ENSDARG00000008884
ENSRNOG00000042732,ENSDARG00000040156
ENSRNOG00000051490,ENSDARG00000038442
ENSRNOG00000017951,ENSDARG00000061048
ENSRNOG00000021660,ENSDARG00000059613
ENSRNOG00000060614,ENSDARG00000098733
ENSRNOG00000001516,ENSDARG00000079872
ENSRNOG00000061903,ENSDARG00000116621
ENSRNOG00000009951,ENSDARG00000009336
ENSRNOG00000006397,ENSDARG00000099928
ENSRNOG00000006397,ENSDARG00000069598
ENSRNOG00000032820,ENSDARG00000017741
ENSRNOG00000004401,ENSDARG00000056903
ENSRNOG00000050262,ENSDARG00000063197
ENSRNOG00000005535,ENSDARG00000037068
ENSRNOG00000047746,ENSDARG00000114100
ENSRNOG00000047746,ENSDARG00000110028
ENSRNOG00000047746,ENSDARG00000114779
ENSRNOG00000047746,ENSDARG00000112791
ENSRNOG00000047746,ENSDARG00000089382
ENSRNOG00000047746,ENSDARG00000112295
ENSRNOG00000047746,ENSDARG00000115978
ENSRNOG00000021046,ENSDARG00000028367
ENSRNOG00000060629,ENSDARG00000079078
ENSRNOG00000060629,ENSDARG00000097011
ENSRNOG00000060629,ENSDARG00000069735
ENSRNOG00000060629,ENSDARG00000088330
ENSRNOG00000060629,ENSDARG00000089475
ENSRNOG00000060629,ENSDARG00000089124
ENSRNOG00000060629,ENSDARG00000079305
ENSRNOG00000060629,ENSDARG00000045142
ENSRNOG00000003860,ENSDARG00000008494
ENSRNOG00000003860,ENSDARG00000033738
ENSRNOG00000007240,ENSDARG00000003941
ENSRNOG00000035580,ENSDARG00000083496
ENSRNOG00000035580,ENSDARG00000081313
ENSRNOG00000014021,ENSDARG00000015947
ENSRNOG00000004130,ENSDARG00000032237
ENSRNOG00000020485,ENSDARG00000057107
ENSRNOG00000020485,ENSDARG00000086623
ENSRNOG00000020485,ENSDARG00000075962
ENSRNOG00000053725,ENSDARG00000020228
ENSRNOG00000001276,ENSDARG00000033012
ENSRNOG00000024829,ENSDARG00000089681
ENSRNOG00000020598,ENSDARG00000007383
ENSRNOG00000014599,ENSDARG00000101059
ENSRNOG00000058842,ENSDARG00000053956
ENSRNOG00000009285,ENSDARG00000043417
ENSRNOG00000015957,ENSDARG00000094832
ENSRNOG00000015957,ENSDARG00000045453
ENSRNOG00000015957,ENSDARG00000036893
ENSRNOG00000008428,ENSDARG00000011091
ENSRNOG00000008428,ENSDARG00000056926
ENSRNOG00000013574,ENSDARG00000060734
ENSRNOG00000058439,ENSDARG00000024895
ENSRNOG00000022635,ENSDARG00000099323
ENSRNOG00000024030,ENSDARG00000074633
ENSRNOG00000024030,ENSDARG00000113303
ENSRNOG00000047990,ENSDARG00000012688
ENSRNOG00000012750,ENSDARG00000002597
ENSRNOG00000018048,ENSDARG00000003573
ENSRNOG00000023262,ENSDARG00000024681
ENSRNOG00000009997,ENSDARG00000013024
ENSRNOG00000009997,ENSDARG00000021859
ENSRNOG00000019848,ENSDARG00000011613
ENSRNOG00000019848,ENSDARG00000041853
ENSRNOG00000023588,ENSDARG00000025703
ENSRNOG00000053460,ENSDARG00000042510
ENSRNOG00000053460,ENSDARG00000042513
ENSRNOG00000053460,ENSDARG00000058945
ENSRNOG00000020557,ENSDARG00000011422
ENSRNOG00000020557,ENSDARG00000023797
ENSRNOG00000016093,ENSDARG00000036818
ENSRNOG00000013050,ENSDARG00000008184
ENSRNOG00000005064,ENSDARG00000026035
ENSRNOG00000020384,ENSDARG00000076779
ENSRNOG00000048925,ENSDARG00000103893
ENSRNOG00000048925,ENSDARG00000057484
ENSRNOG00000014584,ENSDARG00000028900
ENSRNOG00000014584,ENSDARG00000020702
ENSRNOG00000060842,ENSDARG00000081946
ENSRNOG00000060842,ENSDARG00000083266
ENSRNOG00000060842,ENSDARG00000080372
ENSRNOG00000060842,ENSDARG00000081802
