Gene stable ID,Rat gene stable ID
ENSMUSG00000079012,ENSRNOG00000010410
ENSMUSG00000023923,ENSRNOG00000010637
ENSMUSG00000069769,ENSRNOG00000025338
ENSMUSG00000058207,ENSRNOG00000009921
ENSMUSG00000058207,ENSRNOG00000010410
ENSMUSG00000016757,ENSRNOG00000022623
ENSMUSG00000047746,ENSRNOG00000002459
ENSMUSG00000038379,ENSRNOG00000029055
ENSMUSG00000030752,ENSRNOG00000015180
ENSMUSG00000027361,ENSRNOG00000010659
ENSMUSG00000027361,ENSRNOG00000053439
ENSMUSG00000074269,ENSRNOG00000009332
ENSMUSG00000095312,ENSRNOG00000061453
ENSMUSG00000036815,ENSRNOG00000002595
ENSMUSG00000095095,ENSRNOG00000055055
ENSMUSG00000030750,ENSRNOG00000015218
ENSMUSG00000029219,ENSRNOG00000026091
ENSMUSG00000060335,ENSRNOG00000046651
ENSMUSG00000024241,ENSRNOG00000007106
ENSMUSG00000047728,ENSRNOG00000037375
ENSMUSG00000038880,ENSRNOG00000015479
ENSMUSG00000020261,ENSRNOG00000012356
ENSMUSG00000073436,ENSRNOG00000024867
ENSMUSG00000054901,ENSRNOG00000007061
ENSMUSG00000020190,ENSRNOG00000029028
ENSMUSG00000036282,ENSRNOG00000014192
ENSMUSG00000032501,ENSRNOG00000004100
ENSMUSG00000079557,ENSRNOG00000007769
ENSMUSG00000073435,ENSRNOG00000015749
ENSMUSG00000071064,ENSRNOG00000011697
ENSMUSG00000024160,ENSRNOG00000015300
ENSMUSG00000005899,ENSRNOG00000001875
ENSMUSG00000078627,ENSRNOG00000007084
ENSMUSG00000030281,ENSRNOG00000027376
ENSMUSG00000024008,ENSRNOG00000000522
ENSMUSG00000037689,ENSRNOG00000046926
ENSMUSG00000020186,ENSRNOG00000003772
ENSMUSG00000053375,ENSRNOG00000015566
ENSMUSG00000055485,ENSRNOG00000053240
ENSMUSG00000059208,ENSRNOG00000007921
ENSMUSG00000047013,ENSRNOG00000033202
ENSMUSG00000074628,ENSRNOG00000006395
ENSMUSG00000027655,ENSRNOG00000015928
ENSMUSG00000096355,ENSRNOG00000055375
ENSMUSG00000096355,ENSRNOG00000037495
ENSMUSG00000096355,ENSRNOG00000029776
ENSMUSG00000026158,ENSRNOG00000014142
ENSMUSG00000037935,ENSRNOG00000018377
ENSMUSG00000037935,ENSRNOG00000010676
ENSMUSG00000053580,ENSRNOG00000052840
ENSMUSG00000060716,ENSRNOG00000010650
ENSMUSG00000070383,ENSRNOG00000045754
ENSMUSG00000026019,ENSRNOG00000017340
ENSMUSG00000025497,ENSRNOG00000017762
ENSMUSG00000094198,ENSRNOG00000048384
ENSMUSG00000094198,ENSRNOG00000049315
ENSMUSG00000094198,ENSRNOG00000056665
ENSMUSG00000094198,ENSRNOG00000053487
ENSMUSG00000029536,ENSRNOG00000001161
ENSMUSG00000029536,ENSRNOG00000045621
ENSMUSG00000032440,ENSRNOG00000013265
ENSMUSG00000026723,ENSRNOG00000026132
ENSMUSG00000108841,ENSRNOG00000029131
ENSMUSG00000027276,ENSRNOG00000007443
ENSMUSG00000026709,ENSRNOG00000002813
ENSMUSG00000045132,ENSRNOG00000015940
ENSMUSG00000021120,ENSRNOG00000010914
ENSMUSG00000029535,ENSRNOG00000001160
ENSMUSG00000032511,ENSRNOG00000015049
ENSMUSG00000033966,ENSRNOG00000040266
ENSMUSG00000032900,ENSRNOG00000023034
ENSMUSG00000071415,ENSRNOG00000004107
ENSMUSG00000026155,ENSRNOG00000049127
ENSMUSG00000028681,ENSRNOG00000057616
ENSMUSG00000040462,ENSRNOG00000025570
ENSMUSG00000000732,ENSRNOG00000023109
ENSMUSG00000101391,ENSRNOG00000049711
ENSMUSG00000050211,ENSRNOG00000024904
ENSMUSG00000025225,ENSRNOG00000019311
ENSMUSG00000040681,ENSRNOG00000048226
ENSMUSG00000040681,ENSRNOG00000050978
ENSMUSG00000075105,ENSRNOG00000053731
ENSMUSG00000019590,ENSRNOG00000007433
ENSMUSG00000040181,ENSRNOG00000034191
ENSMUSG00000095204,ENSRNOG00000048384
ENSMUSG00000095204,ENSRNOG00000049315
ENSMUSG00000095204,ENSRNOG00000056665
ENSMUSG00000095204,ENSRNOG00000053487
ENSMUSG00000069818,ENSRNOG00000051799
ENSMUSG00000093894,ENSRNOG00000048384
ENSMUSG00000093894,ENSRNOG00000049315
ENSMUSG00000093894,ENSRNOG00000056665
ENSMUSG00000093894,ENSRNOG00000053487
ENSMUSG00000026017,ENSRNOG00000017491
ENSMUSG00000070034,ENSRNOG00000033747
ENSMUSG00000075104,ENSRNOG00000049711
ENSMUSG00000003348,ENSRNOG00000018971
ENSMUSG00000026156,ENSRNOG00000046852
ENSMUSG00000020115,ENSRNOG00000005528
ENSMUSG00000020721,ENSRNOG00000003213
ENSMUSG00000101480,ENSRNOG00000051514
ENSMUSG00000030851,ENSRNOG00000013103
ENSMUSG00000024422,ENSRNOG00000030157
ENSMUSG00000074676,ENSRNOG00000008529
ENSMUSG00000024480,ENSRNOG00000003829
ENSMUSG00000050085,ENSRNOG00000046188
ENSMUSG00000050085,ENSRNOG00000048603
ENSMUSG00000036599,ENSRNOG00000001252
ENSMUSG00000021036,ENSRNOG00000012210
ENSMUSG00000075102,ENSRNOG00000056750
ENSMUSG00000041697,ENSRNOG00000001170
ENSMUSG00000020048,ENSRNOG00000026963
ENSMUSG00000022876,ENSRNOG00000030930
ENSMUSG00000034647,ENSRNOG00000012733
ENSMUSG00000034647,ENSRNOG00000048545
ENSMUSG00000075101,ENSRNOG00000057763
ENSMUSG00000075101,ENSRNOG00000058748
ENSMUSG00000099687,ENSRNOG00000033350
ENSMUSG00000023147,ENSRNOG00000001629
ENSMUSG00000045780,ENSRNOG00000048293
ENSMUSG00000045780,ENSRNOG00000049485
ENSMUSG00000002957,ENSRNOG00000019534
ENSMUSG00000055214,ENSRNOG00000003997
ENSMUSG00000073943,ENSRNOG00000015924
ENSMUSG00000070382,ENSRNOG00000056846
ENSMUSG00000070382,ENSRNOG00000048257
ENSMUSG00000024581,ENSRNOG00000018914
ENSMUSG00000041346,ENSRNOG00000010520
ENSMUSG00000027639,ENSRNOG00000006418
ENSMUSG00000061984,ENSRNOG00000055339
ENSMUSG00000028744,ENSRNOG00000017706
ENSMUSG00000027339,ENSRNOG00000021261
ENSMUSG00000042675,ENSRNOG00000019721
ENSMUSG00000022704,ENSRNOG00000060729
ENSMUSG00000030284,ENSRNOG00000009414
ENSMUSG00000020130,ENSRNOG00000003889
ENSMUSG00000037126,ENSRNOG00000019435
ENSMUSG00000000532,ENSRNOG00000006934
ENSMUSG00000022996,ENSRNOG00000061238
ENSMUSG00000038580,ENSRNOG00000017873
ENSMUSG00000021569,ENSRNOG00000015810
ENSMUSG00000094787,ENSRNOG00000050561
ENSMUSG00000078184,ENSRNOG00000021215
ENSMUSG00000095589,ENSRNOG00000048384
ENSMUSG00000095589,ENSRNOG00000049315
ENSMUSG00000095589,ENSRNOG00000056665
ENSMUSG00000095589,ENSRNOG00000053487
ENSMUSG00000035849,ENSRNOG00000010839
ENSMUSG00000015120,ENSRNOG00000053557
ENSMUSG00000015120,ENSRNOG00000017907
ENSMUSG00000094862,ENSRNOG00000050561
ENSMUSG00000024143,ENSRNOG00000015415
ENSMUSG00000054976,ENSRNOG00000023765
ENSMUSG00000005683,ENSRNOG00000023520
ENSMUSG00000068744,ENSRNOG00000020013
ENSMUSG00000022701,ENSRNOG00000057815
ENSMUSG00000070719,ENSRNOG00000037231
ENSMUSG00000024145,ENSRNOG00000015325
ENSMUSG00000057948,ENSRNOG00000007439
ENSMUSG00000094822,ENSRNOG00000032984
ENSMUSG00000094822,ENSRNOG00000029978
ENSMUSG00000091863,ENSRNOG00000024350
ENSMUSG00000096516,ENSRNOG00000032984
ENSMUSG00000096516,ENSRNOG00000029978
ENSMUSG00000026994,ENSRNOG00000005727
ENSMUSG00000020913,ENSRNOG00000010970
ENSMUSG00000047545,ENSRNOG00000016018
ENSMUSG00000025323,ENSRNOG00000005472
ENSMUSG00000028536,ENSRNOG00000020259
ENSMUSG00000024146,ENSRNOG00000015215
ENSMUSG00000073557,ENSRNOG00000051440
ENSMUSG00000003464,ENSRNOG00000022572
ENSMUSG00000003464,ENSRNOG00000057116
ENSMUSG00000050281,ENSRNOG00000016027
ENSMUSG00000042662,ENSRNOG00000008534
ENSMUSG00000058662,ENSRNOG00000029612
ENSMUSG00000058662,ENSRNOG00000034039
ENSMUSG00000000531,ENSRNOG00000007346
ENSMUSG00000061626,ENSRNOG00000029612
ENSMUSG00000061626,ENSRNOG00000034039
ENSMUSG00000062960,ENSRNOG00000046829
ENSMUSG00000047535,ENSRNOG00000053816
ENSMUSG00000047535,ENSRNOG00000016052
ENSMUSG00000024481,ENSRNOG00000003950
ENSMUSG00000028743,ENSRNOG00000017780
ENSMUSG00000037104,ENSRNOG00000028504
ENSMUSG00000035831,ENSRNOG00000011196
ENSMUSG00000036880,ENSRNOG00000013766
ENSMUSG00000021047,ENSRNOG00000031440
ENSMUSG00000071749,ENSRNOG00000004914
ENSMUSG00000025496,ENSRNOG00000017927
ENSMUSG00000018841,ENSRNOG00000021780
ENSMUSG00000039914,ENSRNOG00000029571
ENSMUSG00000073940,ENSRNOG00000058105
ENSMUSG00000073940,ENSRNOG00000054582
ENSMUSG00000073940,ENSRNOG00000047098
ENSMUSG00000073940,ENSRNOG00000060629
ENSMUSG00000073940,ENSRNOG00000061299
ENSMUSG00000074622,ENSRNOG00000016037
ENSMUSG00000002068,ENSRNOG00000014786
ENSMUSG00000053846,ENSRNOG00000018694
ENSMUSG00000026452,ENSRNOG00000004756
ENSMUSG00000045009,ENSRNOG00000009863
ENSMUSG00000040441,ENSRNOG00000029465
ENSMUSG00000029712,ENSRNOG00000001408
ENSMUSG00000078451,ENSRNOG00000043186
ENSMUSG00000027363,ENSRNOG00000010729
ENSMUSG00000024150,ENSRNOG00000015059
ENSMUSG00000032786,ENSRNOG00000056596
ENSMUSG00000021219,ENSRNOG00000008082
ENSMUSG00000006731,ENSRNOG00000004839
ENSMUSG00000062328,ENSRNOG00000018680
ENSMUSG00000062328,ENSRNOG00000029262
ENSMUSG00000062328,ENSRNOG00000027271
ENSMUSG00000062328,ENSRNOG00000022022
ENSMUSG00000024099,ENSRNOG00000042503
ENSMUSG00000026728,ENSRNOG00000018087
ENSMUSG00000021095,ENSRNOG00000010605
ENSMUSG00000052305,ENSRNOG00000058105
ENSMUSG00000052305,ENSRNOG00000054582
ENSMUSG00000052305,ENSRNOG00000047098
ENSMUSG00000052305,ENSRNOG00000060629
ENSMUSG00000052305,ENSRNOG00000061299
ENSMUSG00000000339,ENSRNOG00000014575
ENSMUSG00000034932,ENSRNOG00000020464
ENSMUSG00000062098,ENSRNOG00000008088
ENSMUSG00000052917,ENSRNOG00000001616
ENSMUSG00000017999,ENSRNOG00000008081
ENSMUSG00000031682,ENSRNOG00000011671
ENSMUSG00000046971,ENSRNOG00000008135
ENSMUSG00000026154,ENSRNOG00000028087
ENSMUSG00000038366,ENSRNOG00000004132
ENSMUSG00000075570,ENSRNOG00000033617
ENSMUSG00000074673,ENSRNOG00000008596
ENSMUSG00000055333,ENSRNOG00000012575
ENSMUSG00000070544,ENSRNOG00000047611
ENSMUSG00000052217,ENSRNOG00000030879
ENSMUSG00000032604,ENSRNOG00000060912
ENSMUSG00000017774,ENSRNOG00000004072
ENSMUSG00000030286,ENSRNOG00000009934
ENSMUSG00000072572,ENSRNOG00000010375
ENSMUSG00000039092,ENSRNOG00000004443
ENSMUSG00000004561,ENSRNOG00000025512
ENSMUSG00000053329,ENSRNOG00000001211
ENSMUSG00000020681,ENSRNOG00000062101
ENSMUSG00000020722,ENSRNOG00000003245
ENSMUSG00000048490,ENSRNOG00000001585
ENSMUSG00000049411,ENSRNOG00000023412
ENSMUSG00000024590,ENSRNOG00000013774
ENSMUSG00000027364,ENSRNOG00000011401
ENSMUSG00000002550,ENSRNOG00000011467
ENSMUSG00000020723,ENSRNOG00000003262
ENSMUSG00000040373,ENSRNOG00000003288
ENSMUSG00000039254,ENSRNOG00000010477
ENSMUSG00000056399,ENSRNOG00000018466
ENSMUSG00000018844,ENSRNOG00000008264
ENSMUSG00000017588,ENSRNOG00000011628
ENSMUSG00000020132,ENSRNOG00000003923
ENSMUSG00000020692,ENSRNOG00000008287
ENSMUSG00000034667,ENSRNOG00000007088
ENSMUSG00000055937,ENSRNOG00000011846
ENSMUSG00000022956,ENSRNOG00000001991
ENSMUSG00000048562,ENSRNOG00000005943
ENSMUSG00000019761,ENSRNOG00000030170
ENSMUSG00000039501,ENSRNOG00000008194
ENSMUSG00000036918,ENSRNOG00000014879
ENSMUSG00000034729,ENSRNOG00000022609
ENSMUSG00000036550,ENSRNOG00000012271
ENSMUSG00000040170,ENSRNOG00000003510
ENSMUSG00000002059,ENSRNOG00000023375
ENSMUSG00000022961,ENSRNOG00000002021
ENSMUSG00000024242,ENSRNOG00000007172
ENSMUSG00000070031,ENSRNOG00000022800
ENSMUSG00000045180,ENSRNOG00000024322
ENSMUSG00000050854,ENSRNOG00000006924
ENSMUSG00000034341,ENSRNOG00000007971
ENSMUSG00000032263,ENSRNOG00000009928
ENSMUSG00000023927,ENSRNOG00000012942
ENSMUSG00000029428,ENSRNOG00000000936
ENSMUSG00000020863,ENSRNOG00000002835
ENSMUSG00000029233,ENSRNOG00000002216
ENSMUSG00000024101,ENSRNOG00000053306
ENSMUSG00000101605,ENSRNOG00000007467
ENSMUSG00000022960,ENSRNOG00000002012
ENSMUSG00000070336,ENSRNOG00000036882
ENSMUSG00000024245,ENSRNOG00000007907
ENSMUSG00000025333,ENSRNOG00000003543
ENSMUSG00000054256,ENSRNOG00000001156
ENSMUSG00000054517,ENSRNOG00000024145
ENSMUSG00000001901,ENSRNOG00000008078
ENSMUSG00000000049,ENSRNOG00000003566
ENSMUSG00000013698,ENSRNOG00000046996
ENSMUSG00000030699,ENSRNOG00000019771
ENSMUSG00000020773,ENSRNOG00000008215
ENSMUSG00000026617,ENSRNOG00000002378
ENSMUSG00000023027,ENSRNOG00000061088
ENSMUSG00000050965,ENSRNOG00000003491
ENSMUSG00000026554,ENSRNOG00000006785
ENSMUSG00000024246,ENSRNOG00000008291
ENSMUSG00000030697,ENSRNOG00000019813
ENSMUSG00000058240,ENSRNOG00000028014
ENSMUSG00000020912,ENSRNOG00000011986
ENSMUSG00000028741,ENSRNOG00000017979
ENSMUSG00000050556,ENSRNOG00000046949
ENSMUSG00000041415,ENSRNOG00000010711
ENSMUSG00000036557,ENSRNOG00000040136
ENSMUSG00000066842,ENSRNOG00000028627
ENSMUSG00000032656,ENSRNOG00000023013
ENSMUSG00000017969,ENSRNOG00000008245
ENSMUSG00000017969,ENSRNOG00000058877
ENSMUSG00000036586,ENSRNOG00000001251
ENSMUSG00000022487,ENSRNOG00000036831
ENSMUSG00000019818,ENSRNOG00000000304
ENSMUSG00000014498,ENSRNOG00000030597
ENSMUSG00000075100,ENSRNOG00000057419
ENSMUSG00000075100,ENSRNOG00000043149
ENSMUSG00000018593,ENSRNOG00000012840
ENSMUSG00000021124,ENSRNOG00000060436
ENSMUSG00000072791,ENSRNOG00000006398
ENSMUSG00000020884,ENSRNOG00000018693
ENSMUSG00000052187,ENSRNOG00000029286
ENSMUSG00000057335,ENSRNOG00000004127
ENSMUSG00000057335,ENSRNOG00000048922
ENSMUSG00000020775,ENSRNOG00000008256
ENSMUSG00000026429,ENSRNOG00000005038
ENSMUSG00000021125,ENSRNOG00000053811
ENSMUSG00000095576,ENSRNOG00000049851
ENSMUSG00000025374,ENSRNOG00000023480
ENSMUSG00000040043,ENSRNOG00000003076
ENSMUSG00000025785,ENSRNOG00000060337
ENSMUSG00000048191,ENSRNOG00000056817
ENSMUSG00000071890,ENSRNOG00000003698
ENSMUSG00000017929,ENSRNOG00000008283
ENSMUSG00000020647,ENSRNOG00000004068
ENSMUSG00000026691,ENSRNOG00000003620
ENSMUSG00000022957,ENSRNOG00000002001
ENSMUSG00000000340,ENSRNOG00000015029
ENSMUSG00000024171,ENSRNOG00000058976
ENSMUSG00000035877,ENSRNOG00000027988
ENSMUSG00000067215,ENSRNOG00000021434
ENSMUSG00000024457,ENSRNOG00000032930
ENSMUSG00000035270,ENSRNOG00000001622
ENSMUSG00000022571,ENSRNOG00000054724
ENSMUSG00000022523,ENSRNOG00000001931
ENSMUSG00000047238,ENSRNOG00000003178
ENSMUSG00000016933,ENSRNOG00000051490
ENSMUSG00000020950,ENSRNOG00000047891
ENSMUSG00000039463,ENSRNOG00000008354
ENSMUSG00000035775,ENSRNOG00000027139
ENSMUSG00000039878,ENSRNOG00000033361
ENSMUSG00000030324,ENSRNOG00000011144
ENSMUSG00000075099,ENSRNOG00000057419
ENSMUSG00000075099,ENSRNOG00000043149
ENSMUSG00000029430,ENSRNOG00000000938
ENSMUSG00000045275,ENSRNOG00000028248
ENSMUSG00000032834,ENSRNOG00000001210
ENSMUSG00000039033,ENSRNOG00000004493
ENSMUSG00000101918,ENSRNOG00000045702
ENSMUSG00000075097,ENSRNOG00000054133
ENSMUSG00000044122,ENSRNOG00000023381
ENSMUSG00000027456,ENSRNOG00000009528
ENSMUSG00000034947,ENSRNOG00000023628
ENSMUSG00000029570,ENSRNOG00000001250
ENSMUSG00000042793,ENSRNOG00000005093
ENSMUSG00000058200,ENSRNOG00000050164
ENSMUSG00000058200,ENSRNOG00000025163
ENSMUSG00000027340,ENSRNOG00000021262
ENSMUSG00000023259,ENSRNOG00000020450
ENSMUSG00000024404,ENSRNOG00000023376
ENSMUSG00000032292,ENSRNOG00000050690
ENSMUSG00000023034,ENSRNOG00000007607
ENSMUSG00000069520,ENSRNOG00000003985
ENSMUSG00000069520,ENSRNOG00000058424
ENSMUSG00000099486,ENSRNOG00000058318
ENSMUSG00000020173,ENSRNOG00000004281
ENSMUSG00000070733,ENSRNOG00000002248
ENSMUSG00000025784,ENSRNOG00000004540
ENSMUSG00000036565,ENSRNOG00000055583
ENSMUSG00000023979,ENSRNOG00000015623
ENSMUSG00000045631,ENSRNOG00000031099
ENSMUSG00000022995,ENSRNOG00000031934
ENSMUSG00000071665,ENSRNOG00000030619
ENSMUSG00000027472,ENSRNOG00000008845
ENSMUSG00000017417,ENSRNOG00000021536
ENSMUSG00000077450,ENSRNOG00000007648
ENSMUSG00000073568,ENSRNOG00000025590
ENSMUSG00000019988,ENSRNOG00000004011
ENSMUSG00000034039,ENSRNOG00000039405
ENSMUSG00000027412,ENSRNOG00000016636
ENSMUSG00000055980,ENSRNOG00000014597
ENSMUSG00000006777,ENSRNOG00000011907
ENSMUSG00000035842,ENSRNOG00000051528
ENSMUSG00000018585,ENSRNOG00000013118
ENSMUSG00000059552,ENSRNOG00000010756
ENSMUSG00000064165,ENSRNOG00000031422
ENSMUSG00000036167,ENSRNOG00000022778
ENSMUSG00000059169,ENSRNOG00000013896
ENSMUSG00000025321,ENSRNOG00000006569
ENSMUSG00000034848,ENSRNOG00000005868
ENSMUSG00000073771,ENSRNOG00000042163
ENSMUSG00000020776,ENSRNOG00000008577
ENSMUSG00000069722,ENSRNOG00000049383
ENSMUSG00000069722,ENSRNOG00000045678
ENSMUSG00000044937,ENSRNOG00000026807
ENSMUSG00000054404,ENSRNOG00000021719
ENSMUSG00000045624,ENSRNOG00000004777
ENSMUSG00000108931,ENSRNOG00000032386
ENSMUSG00000042631,ENSRNOG00000009180
ENSMUSG00000023982,ENSRNOG00000015402
ENSMUSG00000050747,ENSRNOG00000031689
ENSMUSG00000018845,ENSRNOG00000009466
ENSMUSG00000073424,ENSRNOG00000032895
ENSMUSG00000047150,ENSRNOG00000015386
ENSMUSG00000030447,ENSRNOG00000011945
ENSMUSG00000034382,ENSRNOG00000015297
ENSMUSG00000069721,ENSRNOG00000049383
ENSMUSG00000069721,ENSRNOG00000045678
ENSMUSG00000025268,ENSRNOG00000002449
ENSMUSG00000054027,ENSRNOG00000026793
ENSMUSG00000036438,ENSRNOG00000030871
ENSMUSG00000026615,ENSRNOG00000002393
ENSMUSG00000047564,ENSRNOG00000012544
ENSMUSG00000112743,ENSRNOG00000026793
ENSMUSG00000047642,ENSRNOG00000023824
ENSMUSG00000020137,ENSRNOG00000003993
ENSMUSG00000047253,ENSRNOG00000054186
ENSMUSG00000035498,ENSRNOG00000004743
ENSMUSG00000075567,ENSRNOG00000012955
ENSMUSG00000096703,ENSRNOG00000054410
ENSMUSG00000096703,ENSRNOG00000050411
ENSMUSG00000020864,ENSRNOG00000002935
ENSMUSG00000078131,ENSRNOG00000052388
ENSMUSG00000038352,ENSRNOG00000036880
ENSMUSG00000036299,ENSRNOG00000018676
ENSMUSG00000049809,ENSRNOG00000053283
ENSMUSG00000057674,ENSRNOG00000060847
ENSMUSG00000057674,ENSRNOG00000060941
ENSMUSG00000057674,ENSRNOG00000061130
ENSMUSG00000057674,ENSRNOG00000056967
ENSMUSG00000095586,ENSRNOG00000048607
ENSMUSG00000053684,ENSRNOG00000028782
ENSMUSG00000058725,ENSRNOG00000060847
ENSMUSG00000058725,ENSRNOG00000060941
ENSMUSG00000058725,ENSRNOG00000061130
ENSMUSG00000058725,ENSRNOG00000056967
ENSMUSG00000045394,ENSRNOG00000015667
ENSMUSG00000044039,ENSRNOG00000004938
ENSMUSG00000060756,ENSRNOG00000060847
ENSMUSG00000060756,ENSRNOG00000060941
ENSMUSG00000060756,ENSRNOG00000061130
ENSMUSG00000060756,ENSRNOG00000056967
ENSMUSG00000097993,ENSRNOG00000005277
ENSMUSG00000058886,ENSRNOG00000017960
ENSMUSG00000047030,ENSRNOG00000009207
ENSMUSG00000062278,ENSRNOG00000060847
ENSMUSG00000062278,ENSRNOG00000060941
ENSMUSG00000062278,ENSRNOG00000061130
ENSMUSG00000062278,ENSRNOG00000056967
ENSMUSG00000035765,ENSRNOG00000018425
ENSMUSG00000040666,ENSRNOG00000028238
ENSMUSG00000041936,ENSRNOG00000020205
ENSMUSG00000037204,ENSRNOG00000007756
ENSMUSG00000075095,ENSRNOG00000047252
ENSMUSG00000063615,ENSRNOG00000048465
ENSMUSG00000006418,ENSRNOG00000060821
ENSMUSG00000024151,ENSRNOG00000015796
ENSMUSG00000110259,ENSRNOG00000029051
ENSMUSG00000061195,ENSRNOG00000042991
ENSMUSG00000061195,ENSRNOG00000047700
ENSMUSG00000061195,ENSRNOG00000055449
ENSMUSG00000054871,ENSRNOG00000004757
ENSMUSG00000075408,ENSRNOG00000036872
ENSMUSG00000041886,ENSRNOG00000037436
ENSMUSG00000027341,ENSRNOG00000021263
ENSMUSG00000019467,ENSRNOG00000005034
ENSMUSG00000010755,ENSRNOG00000020651
ENSMUSG00000095809,ENSRNOG00000027004
ENSMUSG00000054619,ENSRNOG00000001376
ENSMUSG00000073937,ENSRNOG00000043392
ENSMUSG00000042821,ENSRNOG00000009594
ENSMUSG00000027474,ENSRNOG00000009191
ENSMUSG00000080751,ENSRNOG00000024877
ENSMUSG00000026586,ENSRNOG00000003720
ENSMUSG00000024298,ENSRNOG00000004947
ENSMUSG00000023980,ENSRNOG00000015249
ENSMUSG00000041255,ENSRNOG00000000009
ENSMUSG00000050138,ENSRNOG00000016110
ENSMUSG00000108891,ENSRNOG00000046942
ENSMUSG00000026153,ENSRNOG00000013587
ENSMUSG00000023150,ENSRNOG00000002618
ENSMUSG00000010362,ENSRNOG00000020751
ENSMUSG00000108908,ENSRNOG00000046942
ENSMUSG00000026142,ENSRNOG00000054963
ENSMUSG00000090213,ENSRNOG00000060571
ENSMUSG00000002064,ENSRNOG00000012121
ENSMUSG00000020032,ENSRNOG00000008061
ENSMUSG00000056501,ENSRNOG00000057347
ENSMUSG00000002052,ENSRNOG00000012240
ENSMUSG00000034917,ENSRNOG00000020501
ENSMUSG00000005371,ENSRNOG00000016396
ENSMUSG00000109547,ENSRNOG00000050138
ENSMUSG00000073400,ENSRNOG00000000782
ENSMUSG00000034936,ENSRNOG00000020770
ENSMUSG00000042705,ENSRNOG00000003958
ENSMUSG00000007122,ENSRNOG00000006930
ENSMUSG00000108919,ENSRNOG00000045977
ENSMUSG00000026614,ENSRNOG00000002397
ENSMUSG00000089739,ENSRNOG00000060571
ENSMUSG00000073399,ENSRNOG00000000783
ENSMUSG00000018428,ENSRNOG00000002373
ENSMUSG00000027342,ENSRNOG00000021264
ENSMUSG00000095253,ENSRNOG00000032552
ENSMUSG00000002289,ENSRNOG00000007545
ENSMUSG00000003283,ENSRNOG00000009331
ENSMUSG00000004931,ENSRNOG00000020466
ENSMUSG00000040124,ENSRNOG00000003861
ENSMUSG00000094858,ENSRNOG00000050221
ENSMUSG00000094858,ENSRNOG00000045988
ENSMUSG00000074892,ENSRNOG00000030983
ENSMUSG00000020777,ENSRNOG00000008755
ENSMUSG00000058063,ENSRNOG00000021518
ENSMUSG00000005370,ENSRNOG00000016134
ENSMUSG00000020121,ENSRNOG00000004603
ENSMUSG00000009292,ENSRNOG00000001216
ENSMUSG00000075094,ENSRNOG00000006408
ENSMUSG00000022781,ENSRNOG00000001747
ENSMUSG00000022781,ENSRNOG00000048597
ENSMUSG00000095889,ENSRNOG00000050561
ENSMUSG00000034533,ENSRNOG00000032473
ENSMUSG00000050700,ENSRNOG00000016734
ENSMUSG00000095197,ENSRNOG00000048384
ENSMUSG00000095197,ENSRNOG00000049315
ENSMUSG00000095197,ENSRNOG00000056665
ENSMUSG00000095197,ENSRNOG00000053487
ENSMUSG00000035459,ENSRNOG00000038948
ENSMUSG00000075093,ENSRNOG00000006415
ENSMUSG00000027365,ENSRNOG00000057806
ENSMUSG00000007107,ENSRNOG00000032378
ENSMUSG00000056055,ENSRNOG00000018185
ENSMUSG00000024592,ENSRNOG00000013738
ENSMUSG00000027202,ENSRNOG00000005367
ENSMUSG00000023345,ENSRNOG00000037295
ENSMUSG00000020728,ENSRNOG00000024557
ENSMUSG00000051065,ENSRNOG00000024040
ENSMUSG00000025127,ENSRNOG00000036692
ENSMUSG00000022867,ENSRNOG00000001573
ENSMUSG00000022867,ENSRNOG00000050713
ENSMUSG00000024173,ENSRNOG00000024181
ENSMUSG00000020778,ENSRNOG00000060307
ENSMUSG00000063251,ENSRNOG00000058172
ENSMUSG00000044649,ENSRNOG00000058172
ENSMUSG00000021055,ENSRNOG00000005343
ENSMUSG00000027384,ENSRNOG00000004784
ENSMUSG00000075092,ENSRNOG00000050826
ENSMUSG00000075092,ENSRNOG00000058957
ENSMUSG00000075092,ENSRNOG00000061898
ENSMUSG00000025515,ENSRNOG00000046602
ENSMUSG00000020882,ENSRNOG00000004518
ENSMUSG00000026341,ENSRNOG00000003206
ENSMUSG00000075091,ENSRNOG00000006433
ENSMUSG00000094520,ENSRNOG00000049204
ENSMUSG00000094520,ENSRNOG00000048713
ENSMUSG00000094520,ENSRNOG00000049544
ENSMUSG00000061111,ENSRNOG00000036691
ENSMUSG00000040963,ENSRNOG00000030726
ENSMUSG00000025129,ENSRNOG00000036690
ENSMUSG00000022429,ENSRNOG00000013807
ENSMUSG00000027540,ENSRNOG00000010574
ENSMUSG00000035580,ENSRNOG00000058626
ENSMUSG00000025130,ENSRNOG00000036689
ENSMUSG00000031506,ENSRNOG00000005807
ENSMUSG00000047284,ENSRNOG00000016109
ENSMUSG00000027291,ENSRNOG00000008316
ENSMUSG00000069718,ENSRNOG00000012657
ENSMUSG00000075090,ENSRNOG00000006445
ENSMUSG00000075090,ENSRNOG00000029675
ENSMUSG00000109487,ENSRNOG00000050221
ENSMUSG00000109487,ENSRNOG00000045988
ENSMUSG00000018583,ENSRNOG00000032820
ENSMUSG00000018583,ENSRNOG00000013186
ENSMUSG00000046841,ENSRNOG00000008016
ENSMUSG00000036273,ENSRNOG00000004048
