Gene stable ID,Mouse gene stable ID
ENSDARG00000032862,ENSMUSG00000035780
ENSDARG00000032862,ENSMUSG00000106677
ENSDARG00000032862,ENSMUSG00000107180
ENSDARG00000032862,ENSMUSG00000029268
ENSDARG00000032862,ENSMUSG00000090175
ENSDARG00000032862,ENSMUSG00000090165
ENSDARG00000032862,ENSMUSG00000089675
ENSDARG00000032862,ENSMUSG00000054545
ENSDARG00000032862,ENSMUSG00000090124
ENSDARG00000032862,ENSMUSG00000090145
ENSDARG00000032862,ENSMUSG00000090171
ENSDARG00000032862,ENSMUSG00000089943
ENSDARG00000017612,ENSMUSG00000018659
ENSDARG00000011929,ENSMUSG00000031425
ENSDARG00000016480,ENSMUSG00000070570
ENSDARG00000098405,ENSMUSG00000021754
ENSDARG00000060361,ENSMUSG00000039523
ENSDARG00000061243,ENSMUSG00000032020
ENSDARG00000041115,ENSMUSG00000063651
ENSDARG00000016769,ENSMUSG00000042743
ENSDARG00000002210,ENSMUSG00000026277
ENSDARG00000045141,ENSMUSG00000030762
ENSDARG00000042157,ENSMUSG00000078451
ENSDARG00000079620,ENSMUSG00000050947
ENSDARG00000078751,ENSMUSG00000041763
ENSDARG00000059397,ENSMUSG00000028738
ENSDARG00000003287,ENSMUSG00000026019
ENSDARG00000062020,ENSMUSG00000031822
ENSDARG00000105232,ENSMUSG00000054676
ENSDARG00000030761,ENSMUSG00000044912
ENSDARG00000009262,ENSMUSG00000030303
ENSDARG00000055284,ENSMUSG00000029094
ENSDARG00000005908,ENSMUSG00000026034
ENSDARG00000075904,ENSMUSG00000031706
ENSDARG00000086337,ENSMUSG00000011632
ENSDARG00000086337,ENSMUSG00000058287
ENSDARG00000086337,ENSMUSG00000037145
ENSDARG00000086337,ENSMUSG00000013653
ENSDARG00000086337,ENSMUSG00000013643
ENSDARG00000061121,ENSMUSG00000037605
ENSDARG00000059789,ENSMUSG00000021725
ENSDARG00000022424,ENSMUSG00000029015
ENSDARG00000055740,ENSMUSG00000040502
ENSDARG00000059280,ENSMUSG00000079277
ENSDARG00000077983,ENSMUSG00000028096
ENSDARG00000025034,ENSMUSG00000007021
ENSDARG00000069390,ENSMUSG00000015533
ENSDARG00000095802,ENSMUSG00000044375
ENSDARG00000099375,ENSMUSG00000041815
ENSDARG00000056294,ENSMUSG00000042978
ENSDARG00000030957,ENSMUSG00000024072
ENSDARG00000021439,ENSMUSG00000056234
ENSDARG00000092845,ENSMUSG00000041872
ENSDARG00000045402,ENSMUSG00000051154
ENSDARG00000015749,ENSMUSG00000027615
ENSDARG00000043907,ENSMUSG00000042826
ENSDARG00000103428,ENSMUSG00000020456
ENSDARG00000095157,ENSMUSG00000025933
ENSDARG00000063089,ENSMUSG00000027474
ENSDARG00000045909,ENSMUSG00000096255
ENSDARG00000045909,ENSMUSG00000095677
ENSDARG00000045909,ENSMUSG00000000579
ENSDARG00000045909,ENSMUSG00000092074
ENSDARG00000003822,ENSMUSG00000047909
ENSDARG00000032868,ENSMUSG00000028525
ENSDARG00000058244,ENSMUSG00000015966
ENSDARG00000074074,ENSMUSG00000072476
ENSDARG00000074074,ENSMUSG00000111409
ENSDARG00000074074,ENSMUSG00000053128
ENSDARG00000002909,ENSMUSG00000034917
ENSDARG00000035559,ENSMUSG00000059552
ENSDARG00000015254,ENSMUSG00000020235
ENSDARG00000025891,ENSMUSG00000053909
ENSDARG00000069286,ENSMUSG00000068184
ENSDARG00000035285,ENSMUSG00000018501
ENSDARG00000058492,ENSMUSG00000091813
ENSDARG00000058492,ENSMUSG00000058019
ENSDARG00000058492,ENSMUSG00000056973
ENSDARG00000058492,ENSMUSG00000078964
ENSDARG00000058492,ENSMUSG00000057400
ENSDARG00000058492,ENSMUSG00000057074
ENSDARG00000058492,ENSMUSG00000074156
ENSDARG00000020876,ENSMUSG00000038967
ENSDARG00000055760,ENSMUSG00000006442
ENSDARG00000060315,ENSMUSG00000026721
ENSDARG00000042658,ENSMUSG00000031969
ENSDARG00000061718,ENSMUSG00000040209
ENSDARG00000056376,ENSMUSG00000050914
ENSDARG00000004706,ENSMUSG00000028821
ENSDARG00000089461,ENSMUSG00000039205
ENSDARG00000003414,ENSMUSG00000039676
ENSDARG00000091277,ENSMUSG00000089717
ENSDARG00000091277,ENSMUSG00000044120
ENSDARG00000091277,ENSMUSG00000047225
ENSDARG00000091277,ENSMUSG00000059768
ENSDARG00000091277,ENSMUSG00000041885
ENSDARG00000091277,ENSMUSG00000095248
ENSDARG00000091277,ENSMUSG00000096029
ENSDARG00000102879,ENSMUSG00000010505
ENSDARG00000041182,ENSMUSG00000032399
ENSDARG00000103388,ENSMUSG00000040524
ENSDARG00000104649,ENSMUSG00000049502
ENSDARG00000056640,ENSMUSG00000053604
ENSDARG00000075870,ENSMUSG00000033088
ENSDARG00000021488,ENSMUSG00000017132
ENSDARG00000036863,ENSMUSG00000035441
ENSDARG00000092361,ENSMUSG00000028037
ENSDARG00000092361,ENSMUSG00000039146
ENSDARG00000046148,ENSMUSG00000013707
ENSDARG00000104457,ENSMUSG00000022679
ENSDARG00000003444,ENSMUSG00000109482
ENSDARG00000003444,ENSMUSG00000021094
ENSDARG00000077788,ENSMUSG00000071176
ENSDARG00000043548,ENSMUSG00000002820
ENSDARG00000071425,ENSMUSG00000015542
ENSDARG00000103786,ENSMUSG00000070923
ENSDARG00000103786,ENSMUSG00000036782
ENSDARG00000104531,ENSMUSG00000029179
ENSDARG00000073978,ENSMUSG00000004885
ENSDARG00000075800,ENSMUSG00000032246
ENSDARG00000068683,ENSMUSG00000004843
ENSDARG00000036227,ENSMUSG00000029831
ENSDARG00000075532,ENSMUSG00000074796
ENSDARG00000028659,ENSMUSG00000024680
ENSDARG00000028659,ENSMUSG00000024681
ENSDARG00000028659,ENSMUSG00000099398
ENSDARG00000028659,ENSMUSG00000024729
ENSDARG00000028659,ENSMUSG00000067571
ENSDARG00000028659,ENSMUSG00000054523
ENSDARG00000028659,ENSMUSG00000057240
ENSDARG00000028659,ENSMUSG00000094584
ENSDARG00000028659,ENSMUSG00000024728
ENSDARG00000028659,ENSMUSG00000024679
ENSDARG00000028659,ENSMUSG00000024677
ENSDARG00000028659,ENSMUSG00000079419
ENSDARG00000028659,ENSMUSG00000024673
ENSDARG00000028659,ENSMUSG00000024672
ENSDARG00000028659,ENSMUSG00000024731
ENSDARG00000077920,ENSMUSG00000022311
ENSDARG00000043196,ENSMUSG00000021876
ENSDARG00000076435,ENSMUSG00000033157
ENSDARG00000013500,ENSMUSG00000026944
ENSDARG00000036678,ENSMUSG00000004127
ENSDARG00000103235,ENSMUSG00000025759
ENSDARG00000090560,ENSMUSG00000030116
ENSDARG00000101322,ENSMUSG00000022797
ENSDARG00000036076,ENSMUSG00000031657
ENSDARG00000069026,ENSMUSG00000020431
ENSDARG00000060112,ENSMUSG00000022340
ENSDARG00000055100,ENSMUSG00000061353
ENSDARG00000063731,ENSMUSG00000042369
ENSDARG00000068691,ENSMUSG00000046523
ENSDARG00000018327,ENSMUSG00000014542
ENSDARG00000058256,ENSMUSG00000029005
ENSDARG00000067613,ENSMUSG00000070972
ENSDARG00000067613,ENSMUSG00000092345
ENSDARG00000044588,ENSMUSG00000022505
ENSDARG00000059234,ENSMUSG00000041632
ENSDARG00000063438,ENSMUSG00000022463
ENSDARG00000029242,ENSMUSG00000027180
ENSDARG00000056781,ENSMUSG00000079173
ENSDARG00000018032,ENSMUSG00000023033
ENSDARG00000013653,ENSMUSG00000039167
ENSDARG00000090895,ENSMUSG00000018412
ENSDARG00000077012,ENSMUSG00000028156
ENSDARG00000056926,ENSMUSG00000032259
ENSDARG00000010280,ENSMUSG00000064302
ENSDARG00000016496,ENSMUSG00000029635
ENSDARG00000088813,ENSMUSG00000042717
ENSDARG00000028780,ENSMUSG00000033200
ENSDARG00000028780,ENSMUSG00000034039
ENSDARG00000028780,ENSMUSG00000024171
ENSDARG00000028780,ENSMUSG00000033825
ENSDARG00000028780,ENSMUSG00000024173
ENSDARG00000057928,ENSMUSG00000022671
ENSDARG00000018953,ENSMUSG00000028124
ENSDARG00000058906,ENSMUSG00000022132
ENSDARG00000102295,ENSMUSG00000004069
ENSDARG00000019231,ENSMUSG00000057738
ENSDARG00000006397,ENSMUSG00000020585
ENSDARG00000056830,ENSMUSG00000071659
ENSDARG00000056830,ENSMUSG00000118124
ENSDARG00000073756,ENSMUSG00000017756
ENSDARG00000091831,ENSMUSG00000017999
ENSDARG00000073923,ENSMUSG00000107071
ENSDARG00000073923,ENSMUSG00000046947
ENSDARG00000056618,ENSMUSG00000015342
ENSDARG00000020841,ENSMUSG00000042396
ENSDARG00000104936,ENSMUSG00000050052
ENSDARG00000039310,ENSMUSG00000033918
ENSDARG00000059079,ENSMUSG00000078656
ENSDARG00000063191,ENSMUSG00000027963
ENSDARG00000016611,ENSMUSG00000008226
ENSDARG00000034768,ENSMUSG00000048874
ENSDARG00000041505,ENSMUSG00000022108
ENSDARG00000069733,ENSMUSG00000037523
ENSDARG00000053058,ENSMUSG00000003429
ENSDARG00000045172,ENSMUSG00000024896
ENSDARG00000042934,ENSMUSG00000019997
ENSDARG00000002952,ENSMUSG00000001761
ENSDARG00000056856,ENSMUSG00000004535
ENSDARG00000042522,ENSMUSG00000027132
ENSDARG00000104179,ENSMUSG00000051343
ENSDARG00000075592,ENSMUSG00000013707
ENSDARG00000014091,ENSMUSG00000048387
ENSDARG00000056328,ENSMUSG00000093593
ENSDARG00000056328,ENSMUSG00000025733
ENSDARG00000071347,ENSMUSG00000049659
ENSDARG00000009823,ENSMUSG00000093668
ENSDARG00000009823,ENSMUSG00000024406
ENSDARG00000009823,ENSMUSG00000090125
ENSDARG00000036412,ENSMUSG00000023084
ENSDARG00000039350,ENSMUSG00000029911
ENSDARG00000032865,ENSMUSG00000040276
ENSDARG00000044325,ENSMUSG00000015023
ENSDARG00000044325,ENSMUSG00000033658
ENSDARG00000039302,ENSMUSG00000031921
ENSDARG00000099796,ENSMUSG00000047592
ENSDARG00000003872,ENSMUSG00000063605
ENSDARG00000090646,ENSMUSG00000022791
ENSDARG00000089824,ENSMUSG00000049929
ENSDARG00000014587,ENSMUSG00000020264
ENSDARG00000014587,ENSMUSG00000049491
ENSDARG00000075600,ENSMUSG00000021763
ENSDARG00000010376,ENSMUSG00000089774
ENSDARG00000100392,ENSMUSG00000113061
ENSDARG00000100392,ENSMUSG00000069117
ENSDARG00000100392,ENSMUSG00000008668
ENSDARG00000059064,ENSMUSG00000025795
ENSDARG00000037954,ENSMUSG00000064179
ENSDARG00000055784,ENSMUSG00000038764
ENSDARG00000017781,ENSMUSG00000025260
ENSDARG00000036700,ENSMUSG00000026202
ENSDARG00000059883,ENSMUSG00000018507
ENSDARG00000095046,ENSMUSG00000020471
ENSDARG00000075561,ENSMUSG00000024694
ENSDARG00000075561,ENSMUSG00000091043
ENSDARG00000075561,ENSMUSG00000071633
ENSDARG00000075561,ENSMUSG00000063683
ENSDARG00000098771,ENSMUSG00000025578
ENSDARG00000077626,ENSMUSG00000046500
ENSDARG00000018478,ENSMUSG00000026272
ENSDARG00000056541,ENSMUSG00000025056
ENSDARG00000043666,ENSMUSG00000036376
ENSDARG00000073892,ENSMUSG00000035139
ENSDARG00000031307,ENSMUSG00000036972
ENSDARG00000102883,ENSMUSG00000020315
ENSDARG00000076611,ENSMUSG00000032898
ENSDARG00000098345,ENSMUSG00000033207
ENSDARG00000056165,ENSMUSG00000050705
ENSDARG00000019838,ENSMUSG00000029201
ENSDARG00000102538,ENSMUSG00000027709
ENSDARG00000052099,ENSMUSG00000026272
ENSDARG00000058100,ENSMUSG00000031803
ENSDARG00000090581,ENSMUSG00000024037
ENSDARG00000055317,ENSMUSG00000001076
ENSDARG00000103542,ENSMUSG00000023951
ENSDARG00000020761,ENSMUSG00000002910
ENSDARG00000039434,ENSMUSG00000000766
ENSDARG00000018241,ENSMUSG00000048222
ENSDARG00000018241,ENSMUSG00000068479
ENSDARG00000056913,ENSMUSG00000029718
ENSDARG00000005456,ENSMUSG00000031787
ENSDARG00000039970,ENSMUSG00000062585
ENSDARG00000076351,ENSMUSG00000004031
ENSDARG00000020611,ENSMUSG00000049643
ENSDARG00000069150,ENSMUSG00000028057
ENSDARG00000051731,ENSMUSG00000030493
ENSDARG00000063411,ENSMUSG00000071073
ENSDARG00000040838,ENSMUSG00000038506
ENSDARG00000016695,ENSMUSG00000020787
ENSDARG00000020178,ENSMUSG00000021047
ENSDARG00000077364,ENSMUSG00000020366
ENSDARG00000004874,ENSMUSG00000064202
ENSDARG00000046079,ENSMUSG00000078815
ENSDARG00000067851,ENSMUSG00000026943
ENSDARG00000067851,ENSMUSG00000036449
ENSDARG00000067851,ENSMUSG00000047356
ENSDARG00000067851,ENSMUSG00000026822
ENSDARG00000067851,ENSMUSG00000045684
ENSDARG00000067851,ENSMUSG00000026937
ENSDARG00000067851,ENSMUSG00000015090
ENSDARG00000055852,ENSMUSG00000054764
ENSDARG00000007941,ENSMUSG00000038227
ENSDARG00000059858,ENSMUSG00000028370
ENSDARG00000099182,ENSMUSG00000049985
ENSDARG00000008279,ENSMUSG00000002948
ENSDARG00000008279,ENSMUSG00000109061
ENSDARG00000056268,ENSMUSG00000048997
ENSDARG00000005540,ENSMUSG00000022100
ENSDARG00000039435,ENSMUSG00000019775
ENSDARG00000076687,ENSMUSG00000087236
ENSDARG00000010658,ENSMUSG00000045294
ENSDARG00000068114,ENSMUSG00000038235
ENSDARG00000091042,ENSMUSG00000048279
ENSDARG00000025858,ENSMUSG00000021556
ENSDARG00000097339,ENSMUSG00000028854
ENSDARG00000034943,ENSMUSG00000079584
ENSDARG00000004023,ENSMUSG00000042258
ENSDARG00000040252,ENSMUSG00000033161
ENSDARG00000042722,ENSMUSG00000061132
ENSDARG00000088630,ENSMUSG00000040964
ENSDARG00000098916,ENSMUSG00000000600
ENSDARG00000061544,ENSMUSG00000064210
ENSDARG00000061687,ENSMUSG00000046876
ENSDARG00000009942,ENSMUSG00000017499
ENSDARG00000059931,ENSMUSG00000010047
ENSDARG00000104097,ENSMUSG00000028857
ENSDARG00000059916,ENSMUSG00000010051
ENSDARG00000100097,ENSMUSG00000051510
ENSDARG00000104947,ENSMUSG00000044265
ENSDARG00000096081,ENSMUSG00000038637
ENSDARG00000032990,ENSMUSG00000031385
ENSDARG00000076182,ENSMUSG00000026104
ENSDARG00000025147,ENSMUSG00000025351
ENSDARG00000100166,ENSMUSG00000033597
ENSDARG00000030441,ENSMUSG00000020089
ENSDARG00000069014,ENSMUSG00000039577
ENSDARG00000036952,ENSMUSG00000042631
ENSDARG00000036180,ENSMUSG00000032218
ENSDARG00000075565,ENSMUSG00000036306
ENSDARG00000012747,ENSMUSG00000029048
ENSDARG00000056111,ENSMUSG00000048096
ENSDARG00000036457,ENSMUSG00000078815
ENSDARG00000038905,ENSMUSG00000046861
ENSDARG00000030267,ENSMUSG00000016503
ENSDARG00000011422,ENSMUSG00000030592
ENSDARG00000063310,ENSMUSG00000022307
ENSDARG00000100564,ENSMUSG00000024357
ENSDARG00000077382,ENSMUSG00000020331
ENSDARG00000090013,ENSMUSG00000045838
ENSDARG00000079712,ENSMUSG00000075593
ENSDARG00000012823,ENSMUSG00000061689
ENSDARG00000003925,ENSMUSG00000046623
ENSDARG00000003925,ENSMUSG00000042357
ENSDARG00000087863,ENSMUSG00000005087
ENSDARG00000040547,ENSMUSG00000045994
ENSDARG00000019907,ENSMUSG00000022422
ENSDARG00000027143,ENSMUSG00000028411
ENSDARG00000024017,ENSMUSG00000034912
ENSDARG00000033832,ENSMUSG00000070385
ENSDARG00000038789,ENSMUSG00000048772
ENSDARG00000015174,ENSMUSG00000019302
ENSDARG00000068708,ENSMUSG00000001627
ENSDARG00000101949,ENSMUSG00000063160
ENSDARG00000089781,ENSMUSG00000039205
ENSDARG00000087704,ENSMUSG00000024366
ENSDARG00000014792,ENSMUSG00000047085
ENSDARG00000041081,ENSMUSG00000045098
ENSDARG00000008976,ENSMUSG00000058006
ENSDARG00000098813,ENSMUSG00000028879
ENSDARG00000062830,ENSMUSG00000073007
ENSDARG00000004633,ENSMUSG00000010080
ENSDARG00000028067,ENSMUSG00000022051
ENSDARG00000016457,ENSMUSG00000002325
ENSDARG00000001710,ENSMUSG00000059714
ENSDARG00000093512,ENSMUSG00000024680
ENSDARG00000093512,ENSMUSG00000024681
ENSDARG00000093512,ENSMUSG00000099398
ENSDARG00000093512,ENSMUSG00000024729
ENSDARG00000093512,ENSMUSG00000067571
ENSDARG00000093512,ENSMUSG00000054523
ENSDARG00000093512,ENSMUSG00000057240
ENSDARG00000093512,ENSMUSG00000094584
ENSDARG00000093512,ENSMUSG00000024728
ENSDARG00000093512,ENSMUSG00000024679
ENSDARG00000093512,ENSMUSG00000024677
ENSDARG00000093512,ENSMUSG00000079419
ENSDARG00000093512,ENSMUSG00000024673
ENSDARG00000093512,ENSMUSG00000024672
ENSDARG00000093512,ENSMUSG00000024731
ENSDARG00000089698,ENSMUSG00000039200
ENSDARG00000021805,ENSMUSG00000054452
ENSDARG00000033647,ENSMUSG00000000902
ENSDARG00000058943,ENSMUSG00000035498
ENSDARG00000077229,ENSMUSG00000034863
ENSDARG00000077295,ENSMUSG00000061603
ENSDARG00000001897,ENSMUSG00000005142
ENSDARG00000056647,ENSMUSG00000014164
ENSDARG00000002002,ENSMUSG00000057604
ENSDARG00000068456,ENSMUSG00000061702
ENSDARG00000042827,ENSMUSG00000057134
ENSDARG00000101234,ENSMUSG00000006476
ENSDARG00000019774,ENSMUSG00000035877
ENSDARG00000002536,ENSMUSG00000068040
ENSDARG00000104101,ENSMUSG00000029420
ENSDARG00000019717,ENSMUSG00000100133
ENSDARG00000019717,ENSMUSG00000100194
ENSDARG00000092749,ENSMUSG00000014542
ENSDARG00000091771,ENSMUSG00000032184
ENSDARG00000077407,ENSMUSG00000024273
ENSDARG00000010231,ENSMUSG00000030402
ENSDARG00000010231,ENSMUSG00000020253
ENSDARG00000010231,ENSMUSG00000002228
ENSDARG00000104643,ENSMUSG00000067702
ENSDARG00000104643,ENSMUSG00000067338
ENSDARG00000101449,ENSMUSG00000003378
ENSDARG00000040815,ENSMUSG00000049580
ENSDARG00000019932,ENSMUSG00000030769
ENSDARG00000059254,ENSMUSG00000014542
ENSDARG00000105185,ENSMUSG00000028007
ENSDARG00000101348,ENSMUSG00000033342
ENSDARG00000099927,ENSMUSG00000030584
ENSDARG00000053301,ENSMUSG00000068154
ENSDARG00000056984,ENSMUSG00000024824
ENSDARG00000029718,ENSMUSG00000027071
ENSDARG00000069334,ENSMUSG00000029722
ENSDARG00000056206,ENSMUSG00000021820
ENSDARG00000040290,ENSMUSG00000002588
ENSDARG00000040290,ENSMUSG00000032667
ENSDARG00000040290,ENSMUSG00000029759
ENSDARG00000056151,ENSMUSG00000005994
ENSDARG00000017266,ENSMUSG00000044770
ENSDARG00000068939,ENSMUSG00000040483
ENSDARG00000078997,ENSMUSG00000032500
ENSDARG00000016181,ENSMUSG00000033014
ENSDARG00000057317,ENSMUSG00000039103
ENSDARG00000074084,ENSMUSG00000014601
ENSDARG00000026540,ENSMUSG00000052144
ENSDARG00000089569,ENSMUSG00000025429
ENSDARG00000093431,ENSMUSG00000022837
ENSDARG00000104618,ENSMUSG00000074934
ENSDARG00000058728,ENSMUSG00000028443
ENSDARG00000077492,ENSMUSG00000021983
ENSDARG00000088745,ENSMUSG00000042436
ENSDARG00000003607,ENSMUSG00000002393
ENSDARG00000017809,ENSMUSG00000018167
ENSDARG00000022203,ENSMUSG00000023079
ENSDARG00000014956,ENSMUSG00000029433
ENSDARG00000042387,ENSMUSG00000038042
ENSDARG00000055076,ENSMUSG00000009941
ENSDARG00000055076,ENSMUSG00000057000
ENSDARG00000055076,ENSMUSG00000010097
ENSDARG00000055076,ENSMUSG00000031410
ENSDARG00000021509,ENSMUSG00000015755
ENSDARG00000063555,ENSMUSG00000030678
ENSDARG00000071217,ENSMUSG00000053465
ENSDARG00000028192,ENSMUSG00000045867
ENSDARG00000063149,ENSMUSG00000030306
ENSDARG00000087181,ENSMUSG00000053411
ENSDARG00000060532,ENSMUSG00000040537
ENSDARG00000091471,ENSMUSG00000071392
ENSDARG00000060796,ENSMUSG00000037656
ENSDARG00000023362,ENSMUSG00000026751
ENSDARG00000019033,ENSMUSG00000028618
ENSDARG00000006062,ENSMUSG00000018428
ENSDARG00000102017,ENSMUSG00000027748
ENSDARG00000043884,ENSMUSG00000040034
ENSDARG00000054980,ENSMUSG00000028729
ENSDARG00000052866,ENSMUSG00000029104
ENSDARG00000002748,ENSMUSG00000038777
ENSDARG00000056649,ENSMUSG00000067873
ENSDARG00000015392,ENSMUSG00000029169
ENSDARG00000022187,ENSMUSG00000039046
ENSDARG00000074796,ENSMUSG00000002297
ENSDARG00000008890,ENSMUSG00000005949
ENSDARG00000075147,ENSMUSG00000028584
ENSDARG00000036755,ENSMUSG00000037134
ENSDARG00000076176,ENSMUSG00000029624
ENSDARG00000006848,ENSMUSG00000022906
ENSDARG00000079119,ENSMUSG00000073747
ENSDARG00000062042,ENSMUSG00000031816
ENSDARG00000060626,ENSMUSG00000025357
ENSDARG00000015399,ENSMUSG00000042812
ENSDARG00000075727,ENSMUSG00000030161
ENSDARG00000053405,ENSMUSG00000027227
ENSDARG00000035562,ENSMUSG00000018761
ENSDARG00000099946,ENSMUSG00000071604
ENSDARG00000057719,ENSMUSG00000059811
ENSDARG00000009250,ENSMUSG00000004610
ENSDARG00000009250,ENSMUSG00000107482
ENSDARG00000062846,ENSMUSG00000036676
ENSDARG00000027041,ENSMUSG00000035566
ENSDARG00000096566,ENSMUSG00000030051
ENSDARG00000003203,ENSMUSG00000030549
ENSDARG00000105362,ENSMUSG00000023011
ENSDARG00000040700,ENSMUSG00000002881
ENSDARG00000104453,ENSMUSG00000020357
ENSDARG00000034076,ENSMUSG00000019796
ENSDARG00000034076,ENSMUSG00000017310
ENSDARG00000034076,ENSMUSG00000027315
ENSDARG00000027547,ENSMUSG00000020308
ENSDARG00000069175,ENSMUSG00000009907
ENSDARG00000071495,ENSMUSG00000090298
ENSDARG00000071495,ENSMUSG00000069668
ENSDARG00000062837,ENSMUSG00000021990
ENSDARG00000099323,ENSMUSG00000052572
ENSDARG00000062307,ENSMUSG00000074358
ENSDARG00000070575,ENSMUSG00000029861
ENSDARG00000059424,ENSMUSG00000003581
ENSDARG00000075625,ENSMUSG00000030029
ENSDARG00000040490,ENSMUSG00000027001
ENSDARG00000103001,ENSMUSG00000006711
ENSDARG00000014356,ENSMUSG00000020911
ENSDARG00000062753,ENSMUSG00000039164
ENSDARG00000035282,ENSMUSG00000047260
ENSDARG00000060911,ENSMUSG00000045071
ENSDARG00000033852,ENSMUSG00000029554
ENSDARG00000075397,ENSMUSG00000034157
ENSDARG00000003641,ENSMUSG00000022757
ENSDARG00000089109,ENSMUSG00000057329
ENSDARG00000016904,ENSMUSG00000030802
ENSDARG00000043665,ENSMUSG00000021102
ENSDARG00000098367,ENSMUSG00000073079
ENSDARG00000098367,ENSMUSG00000112449
ENSDARG00000098367,ENSMUSG00000079108
ENSDARG00000075730,ENSMUSG00000040658
ENSDARG00000033443,ENSMUSG00000020184
ENSDARG00000070386,ENSMUSG00000042747
ENSDARG00000079227,ENSMUSG00000035818
ENSDARG00000044561,ENSMUSG00000037944
ENSDARG00000007490,ENSMUSG00000035283
ENSDARG00000020475,ENSMUSG00000033545
ENSDARG00000075201,ENSMUSG00000037940
ENSDARG00000058601,ENSMUSG00000025777
ENSDARG00000078485,ENSMUSG00000027457
ENSDARG00000024537,ENSMUSG00000029163
ENSDARG00000079110,ENSMUSG00000093575
ENSDARG00000079110,ENSMUSG00000014232
ENSDARG00000069186,ENSMUSG00000026170
ENSDARG00000015158,ENSMUSG00000027953
ENSDARG00000098272,ENSMUSG00000022141
ENSDARG00000079686,ENSMUSG00000036282
ENSDARG00000060093,ENSMUSG00000021559
ENSDARG00000062849,ENSMUSG00000033854
ENSDARG00000021288,ENSMUSG00000032727
ENSDARG00000078887,ENSMUSG00000046808
ENSDARG00000063297,ENSMUSG00000026198
ENSDARG00000007344,ENSMUSG00000007877
ENSDARG00000018529,ENSMUSG00000024781
ENSDARG00000058719,ENSMUSG00000020608
ENSDARG00000077638,ENSMUSG00000048376
ENSDARG00000086998,ENSMUSG00000003477
ENSDARG00000086998,ENSMUSG00000032271
ENSDARG00000051730,ENSMUSG00000030495
ENSDARG00000069296,ENSMUSG00000029885
ENSDARG00000061990,ENSMUSG00000035355
ENSDARG00000077540,ENSMUSG00000021678
ENSDARG00000063144,ENSMUSG00000053550
ENSDARG00000055054,ENSMUSG00000063382
ENSDARG00000088019,ENSMUSG00000026415
ENSDARG00000061161,ENSMUSG00000023286
ENSDARG00000005355,ENSMUSG00000034839
ENSDARG00000089717,ENSMUSG00000024084
ENSDARG00000099635,ENSMUSG00000002625
ENSDARG00000033727,ENSMUSG00000004296
ENSDARG00000043011,ENSMUSG00000074916
ENSDARG00000006758,ENSMUSG00000030207
ENSDARG00000074680,ENSMUSG00000041670
ENSDARG00000020450,ENSMUSG00000053395
ENSDARG00000056664,ENSMUSG00000030881
ENSDARG00000075209,ENSMUSG00000006675
ENSDARG00000061802,ENSMUSG00000020166
ENSDARG00000089917,ENSMUSG00000045629
ENSDARG00000041062,ENSMUSG00000003657
ENSDARG00000058570,ENSMUSG00000096826
ENSDARG00000058570,ENSMUSG00000095247
ENSDARG00000058570,ENSMUSG00000073888
ENSDARG00000058570,ENSMUSG00000074715
ENSDARG00000058570,ENSMUSG00000093828
ENSDARG00000058570,ENSMUSG00000073877
ENSDARG00000070407,ENSMUSG00000038827
ENSDARG00000102490,ENSMUSG00000021200
ENSDARG00000063197,ENSMUSG00000002546
ENSDARG00000063197,ENSMUSG00000075425
ENSDARG00000045910,ENSMUSG00000038141
ENSDARG00000098915,ENSMUSG00000114865
ENSDARG00000075110,ENSMUSG00000026883
ENSDARG00000104537,ENSMUSG00000017778
ENSDARG00000102145,ENSMUSG00000030177
ENSDARG00000104256,ENSMUSG00000031845
ENSDARG00000091061,ENSMUSG00000010064
ENSDARG00000006636,ENSMUSG00000036790
ENSDARG00000004132,ENSMUSG00000006676
ENSDARG00000011693,ENSMUSG00000039438
ENSDARG00000076040,ENSMUSG00000042348
ENSDARG00000101989,ENSMUSG00000043962
ENSDARG00000077637,ENSMUSG00000024479
ENSDARG00000011171,ENSMUSG00000049336
ENSDARG00000014582,ENSMUSG00000034152
ENSDARG00000077237,ENSMUSG00000037674
ENSDARG00000021948,ENSMUSG00000028364
ENSDARG00000036237,ENSMUSG00000024209
ENSDARG00000077643,ENSMUSG00000026765
ENSDARG00000009021,ENSMUSG00000027107
ENSDARG00000094643,ENSMUSG00000024680
ENSDARG00000094643,ENSMUSG00000024681
ENSDARG00000094643,ENSMUSG00000099398
ENSDARG00000094643,ENSMUSG00000024729
ENSDARG00000094643,ENSMUSG00000067571
ENSDARG00000094643,ENSMUSG00000054523
ENSDARG00000094643,ENSMUSG00000057240
ENSDARG00000094643,ENSMUSG00000094584
ENSDARG00000094643,ENSMUSG00000024728
ENSDARG00000094643,ENSMUSG00000024679
ENSDARG00000094643,ENSMUSG00000024677
ENSDARG00000094643,ENSMUSG00000079419
ENSDARG00000094643,ENSMUSG00000024673
ENSDARG00000094643,ENSMUSG00000024672
ENSDARG00000094643,ENSMUSG00000024731
ENSDARG00000021584,ENSMUSG00000039488
ENSDARG00000010981,ENSMUSG00000025786
ENSDARG00000003531,ENSMUSG00000033813
ENSDARG00000074265,ENSMUSG00000037784
ENSDARG00000105044,ENSMUSG00000034842
ENSDARG00000105044,ENSMUSG00000030651
ENSDARG00000105044,ENSMUSG00000030217
