Gene stable ID,Human gene stable ID
ENSDARG00000056885,ENSG00000179094
ENSDARG00000055373,ENSG00000001617
ENSDARG00000020239,ENSG00000134324
ENSDARG00000090481,ENSG00000184811
ENSDARG00000091126,ENSG00000158286
ENSDARG00000075975,ENSG00000158715
ENSDARG00000071116,ENSG00000122547
ENSDARG00000037068,ENSG00000123411
ENSDARG00000061763,ENSG00000171763
ENSDARG00000021107,ENSG00000104897
ENSDARG00000093240,ENSG00000101216
ENSDARG00000109626,ENSG00000169347
ENSDARG00000005179,ENSG00000133943
ENSDARG00000070704,ENSG00000184436
ENSDARG00000045011,ENSG00000231925
ENSDARG00000005141,ENSG00000164076
ENSDARG00000059327,ENSG00000179348
ENSDARG00000041170,ENSG00000103591
ENSDARG00000056023,ENSG00000170689
ENSDARG00000079586,ENSG00000145864
ENSDARG00000012777,ENSG00000069275
ENSDARG00000062077,ENSG00000103740
ENSDARG00000029894,ENSG00000197241
ENSDARG00000030896,ENSG00000164379
ENSDARG00000013841,ENSG00000143322
ENSDARG00000037706,ENSG00000100983
ENSDARG00000069360,ENSG00000221823
ENSDARG00000069360,ENSG00000273398
ENSDARG00000102746,ENSG00000176142
ENSDARG00000005716,ENSG00000162745
ENSDARG00000033768,ENSG00000113597
ENSDARG00000020708,ENSG00000110492
ENSDARG00000018382,ENSG00000027075
ENSDARG00000018382,ENSG00000258989
ENSDARG00000019063,ENSG00000083857
ENSDARG00000017569,ENSG00000165476
ENSDARG00000030297,ENSG00000143842
ENSDARG00000037498,ENSG00000125675
ENSDARG00000077866,ENSG00000163072
ENSDARG00000060469,ENSG00000196455
ENSDARG00000013279,ENSG00000065029
ENSDARG00000074670,ENSG00000007264
ENSDARG00000008014,ENSG00000186364
ENSDARG00000019566,ENSG00000162992
ENSDARG00000000489,ENSG00000125351
ENSDARG00000020158,ENSG00000077327
ENSDARG00000001634,ENSG00000183853
ENSDARG00000018814,ENSG00000103067
ENSDARG00000028845,ENSG00000004948
ENSDARG00000059255,ENSG00000174279
ENSDARG00000070206,ENSG00000196735
ENSDARG00000070206,ENSG00000237541
ENSDARG00000079397,ENSG00000188452
ENSDARG00000076055,ENSG00000092200
ENSDARG00000093750,ENSG00000134061
ENSDARG00000091481,ENSG00000054598
ENSDARG00000070688,ENSG00000104490
ENSDARG00000097537,ENSG00000123124
ENSDARG00000021838,ENSG00000186468
ENSDARG00000098574,ENSG00000116754
ENSDARG00000059398,ENSG00000104177
ENSDARG00000101495,ENSG00000135220
ENSDARG00000101495,ENSG00000171234
ENSDARG00000101495,ENSG00000156096
ENSDARG00000101495,ENSG00000196620
ENSDARG00000101495,ENSG00000197888
ENSDARG00000101495,ENSG00000173610
ENSDARG00000101495,ENSG00000271271
ENSDARG00000101495,ENSG00000242366
ENSDARG00000101495,ENSG00000242515
ENSDARG00000101495,ENSG00000244122
ENSDARG00000101495,ENSG00000241119
ENSDARG00000101495,ENSG00000167165
ENSDARG00000101495,ENSG00000145626
ENSDARG00000101495,ENSG00000109181
ENSDARG00000101495,ENSG00000135226
ENSDARG00000101495,ENSG00000213759
ENSDARG00000101495,ENSG00000240224
ENSDARG00000101495,ENSG00000243135
ENSDARG00000101495,ENSG00000244474
ENSDARG00000057035,ENSG00000133115
ENSDARG00000005451,ENSG00000057608
ENSDARG00000060184,ENSG00000123143
ENSDARG00000045298,ENSG00000171475
ENSDARG00000032761,ENSG00000113448
ENSDARG00000096912,ENSG00000004766
ENSDARG00000073881,ENSG00000136052
ENSDARG00000092778,ENSG00000169347
ENSDARG00000060323,ENSG00000070367
ENSDARG00000099510,ENSG00000117519
ENSDARG00000069594,ENSG00000137177
ENSDARG00000023279,ENSG00000159352
ENSDARG00000042141,ENSG00000196586
ENSDARG00000018881,ENSG00000124701
ENSDARG00000034453,ENSG00000109103
ENSDARG00000075053,ENSG00000143653
ENSDARG00000051925,ENSG00000166394
ENSDARG00000051975,ENSG00000002586
ENSDARG00000017004,ENSG00000145555
ENSDARG00000094681,ENSG00000165471
ENSDARG00000058082,ENSG00000101197
ENSDARG00000003098,ENSG00000117139
ENSDARG00000011555,ENSG00000091640
ENSDARG00000070231,ENSG00000170734
ENSDARG00000088794,ENSG00000169347
ENSDARG00000061207,ENSG00000165914
ENSDARG00000010192,ENSG00000135903
ENSDARG00000006215,ENSG00000085662
ENSDARG00000079949,ENSG00000092201
ENSDARG00000015266,ENSG00000180660
ENSDARG00000015266,ENSG00000181541
ENSDARG00000002362,ENSG00000185262
ENSDARG00000070396,ENSG00000021355
ENSDARG00000045095,ENSG00000141642
ENSDARG00000022020,ENSG00000188352
ENSDARG00000029239,ENSG00000170743
ENSDARG00000057792,ENSG00000135355
ENSDARG00000077822,ENSG00000160783
ENSDARG00000038106,ENSG00000137700
ENSDARG00000105178,ENSG00000187672
ENSDARG00000045911,ENSG00000130338
ENSDARG00000036337,ENSG00000154227
ENSDARG00000028800,ENSG00000268465
ENSDARG00000028800,ENSG00000105443
ENSDARG00000091253,ENSG00000115593
ENSDARG00000104235,ENSG00000128833
ENSDARG00000017312,ENSG00000164187
ENSDARG00000078401,ENSG00000161813
ENSDARG00000074535,ENSG00000174482
ENSDARG00000009023,ENSG00000206560
ENSDARG00000073893,ENSG00000105612
ENSDARG00000010586,ENSG00000151575
ENSDARG00000017947,ENSG00000101213
ENSDARG00000032261,ENSG00000111880
ENSDARG00000077687,ENSG00000104237
ENSDARG00000090568,ENSG00000172590
ENSDARG00000058050,ENSG00000185420
ENSDARG00000071087,ENSG00000205060
ENSDARG00000002722,ENSG00000165887
ENSDARG00000061960,ENSG00000151148
ENSDARG00000076526,ENSG00000109534
ENSDARG00000006837,ENSG00000134323
ENSDARG00000008979,ENSG00000136935
ENSDARG00000062601,ENSG00000197181
ENSDARG00000015422,ENSG00000137168
ENSDARG00000100649,ENSG00000174130
ENSDARG00000061713,ENSG00000276418
ENSDARG00000061713,ENSG00000076554
ENSDARG00000058000,ENSG00000135837
ENSDARG00000035837,ENSG00000185716
ENSDARG00000069671,ENSG00000162972
ENSDARG00000088308,ENSG00000264343
ENSDARG00000088308,ENSG00000286219
ENSDARG00000088308,ENSG00000286019
ENSDARG00000088308,ENSG00000286106
ENSDARG00000057159,ENSG00000154065
ENSDARG00000004702,ENSG00000168264
ENSDARG00000030604,ENSG00000164776
ENSDARG00000104435,ENSG00000135525
ENSDARG00000045447,ENSG00000168917
ENSDARG00000041237,ENSG00000130772
ENSDARG00000027497,ENSG00000105613
ENSDARG00000095594,ENSG00000164241
ENSDARG00000071076,ENSG00000111716
ENSDARG00000071076,ENSG00000285854
ENSDARG00000043210,ENSG00000141905
ENSDARG00000099672,ENSG00000042493
ENSDARG00000020241,ENSG00000116237
ENSDARG00000102308,ENSG00000168234
ENSDARG00000012574,ENSG00000065613
ENSDARG00000013834,ENSG00000163947
ENSDARG00000100402,ENSG00000102302
ENSDARG00000070164,ENSG00000024048
ENSDARG00000044565,ENSG00000138430
ENSDARG00000078130,ENSG00000104714
ENSDARG00000035978,ENSG00000009335
ENSDARG00000005648,ENSG00000185585
ENSDARG00000104760,ENSG00000142733
ENSDARG00000095136,ENSG00000205784
ENSDARG00000029493,ENSG00000101981
ENSDARG00000052059,ENSG00000188582
ENSDARG00000019644,ENSG00000111716
ENSDARG00000019644,ENSG00000285854
ENSDARG00000076496,ENSG00000114541
ENSDARG00000069430,ENSG00000175274
ENSDARG00000001549,ENSG00000172845
ENSDARG00000032876,ENSG00000043514
ENSDARG00000019081,ENSG00000104808
ENSDARG00000032272,ENSG00000130066
ENSDARG00000070601,ENSG00000266094
ENSDARG00000074041,ENSG00000179869
ENSDARG00000074041,ENSG00000154262
ENSDARG00000074041,ENSG00000154258
ENSDARG00000074041,ENSG00000141338
ENSDARG00000076694,ENSG00000105835
ENSDARG00000056258,ENSG00000004897
ENSDARG00000099241,ENSG00000104695
ENSDARG00000011611,ENSG00000138107
ENSDARG00000014995,ENSG00000171135
ENSDARG00000025576,ENSG00000128585
ENSDARG00000054447,ENSG00000112759
ENSDARG00000096989,ENSG00000184731
ENSDARG00000071088,ENSG00000144820
ENSDARG00000034624,ENSG00000143228
ENSDARG00000023703,ENSG00000168301
ENSDARG00000061149,ENSG00000188038
ENSDARG00000070578,ENSG00000127129
ENSDARG00000058968,ENSG00000152240
ENSDARG00000006266,ENSG00000115415
ENSDARG00000042727,ENSG00000164002
ENSDARG00000070478,ENSG00000151743
ENSDARG00000038121,ENSG00000099330
ENSDARG00000038121,ENSG00000128886
ENSDARG00000076980,ENSG00000160972
ENSDARG00000078974,ENSG00000181924
ENSDARG00000074727,ENSG00000077232
ENSDARG00000063011,ENSG00000163297
ENSDARG00000071414,ENSG00000178927
ENSDARG00000063352,ENSG00000040933
ENSDARG00000036848,ENSG00000167703
ENSDARG00000086173,ENSG00000104856
ENSDARG00000061103,ENSG00000135917
ENSDARG00000061103,ENSG00000042304
ENSDARG00000069090,ENSG00000159720
ENSDARG00000004177,ENSG00000198780
ENSDARG00000073963,ENSG00000185306
ENSDARG00000095833,ENSG00000171094
ENSDARG00000069435,ENSG00000120051
ENSDARG00000061496,ENSG00000169255
ENSDARG00000061496,ENSG00000183778
ENSDARG00000061496,ENSG00000198488
ENSDARG00000077882,ENSG00000064205
ENSDARG00000013795,ENSG00000100099
ENSDARG00000056672,ENSG00000197150
ENSDARG00000003675,ENSG00000165475
ENSDARG00000090054,ENSG00000171467
ENSDARG00000007366,ENSG00000139344
ENSDARG00000045123,ENSG00000178814
ENSDARG00000055350,ENSG00000164828
ENSDARG00000100288,ENSG00000081148
ENSDARG00000027828,ENSG00000176884
ENSDARG00000008720,ENSG00000048540
ENSDARG00000035809,ENSG00000108821
ENSDARG00000008983,ENSG00000148341
ENSDARG00000107385,ENSG00000124608
ENSDARG00000095698,ENSG00000174080
ENSDARG00000095698,ENSG00000136943
ENSDARG00000095698,ENSG00000135047
ENSDARG00000102611,ENSG00000230873
ENSDARG00000019117,ENSG00000188677
ENSDARG00000016750,ENSG00000121270
ENSDARG00000060980,ENSG00000081923
ENSDARG00000090447,ENSG00000172167
ENSDARG00000056653,ENSG00000022267
ENSDARG00000034368,ENSG00000049860
ENSDARG00000011925,ENSG00000169682
ENSDARG00000032256,ENSG00000087301
ENSDARG00000054323,ENSG00000186951
ENSDARG00000015707,ENSG00000161202
ENSDARG00000075067,ENSG00000129221
ENSDARG00000012021,ENSG00000119537
ENSDARG00000015337,ENSG00000093010
ENSDARG00000016481,ENSG00000175354
ENSDARG00000016531,ENSG00000102271
ENSDARG00000013830,ENSG00000130703
ENSDARG00000042920,ENSG00000197165
ENSDARG00000042920,ENSG00000196502
ENSDARG00000022334,ENSG00000171345
ENSDARG00000045956,ENSG00000100433
ENSDARG00000004931,ENSG00000100678
ENSDARG00000033285,ENSG00000148834
ENSDARG00000040133,ENSG00000129048
ENSDARG00000056024,ENSG00000166979
ENSDARG00000012656,ENSG00000118217
ENSDARG00000027172,ENSG00000112419
ENSDARG00000058702,ENSG00000116035
ENSDARG00000031954,ENSG00000179526
ENSDARG00000031954,ENSG00000125826
ENSDARG00000074897,ENSG00000069812
ENSDARG00000100397,ENSG00000095464
ENSDARG00000068580,ENSG00000174332
ENSDARG00000038612,ENSG00000080572
ENSDARG00000039878,ENSG00000110497
ENSDARG00000059507,ENSG00000181104
ENSDARG00000087289,ENSG00000154997
ENSDARG00000056102,ENSG00000115652
ENSDARG00000026090,ENSG00000170222
ENSDARG00000007358,ENSG00000186810
ENSDARG00000070669,ENSG00000186810
ENSDARG00000032862,ENSG00000135220
ENSDARG00000032862,ENSG00000171234
ENSDARG00000032862,ENSG00000156096
ENSDARG00000032862,ENSG00000196620
ENSDARG00000032862,ENSG00000197888
ENSDARG00000032862,ENSG00000173610
ENSDARG00000032862,ENSG00000271271
ENSDARG00000032862,ENSG00000242366
ENSDARG00000032862,ENSG00000242515
ENSDARG00000032862,ENSG00000244122
ENSDARG00000032862,ENSG00000241119
ENSDARG00000032862,ENSG00000167165
ENSDARG00000032862,ENSG00000145626
ENSDARG00000032862,ENSG00000109181
ENSDARG00000032862,ENSG00000135226
ENSDARG00000032862,ENSG00000213759
ENSDARG00000032862,ENSG00000240224
ENSDARG00000032862,ENSG00000243135
ENSDARG00000032862,ENSG00000244474
ENSDARG00000017612,ENSG00000108439
ENSDARG00000011929,ENSG00000123560
ENSDARG00000016480,ENSG00000104888
ENSDARG00000098405,ENSG00000095015
ENSDARG00000060361,ENSG00000116198
ENSDARG00000061243,ENSG00000154127
ENSDARG00000041115,ENSG00000105427
ENSDARG00000016769,ENSG00000197860
ENSDARG00000002210,ENSG00000115694
ENSDARG00000045141,ENSG00000103375
ENSDARG00000042157,ENSG00000185250
ENSDARG00000079620,ENSG00000181754
ENSDARG00000078751,ENSG00000134900
ENSDARG00000059397,ENSG00000179002
ENSDARG00000003287,ENSG00000138442
ENSDARG00000062020,ENSG00000131149
ENSDARG00000105232,ENSG00000131943
ENSDARG00000030761,ENSG00000139973
ENSDARG00000009262,ENSG00000064763
ENSDARG00000055284,ENSG00000196526
ENSDARG00000005908,ENSG00000013441
ENSDARG00000075904,ENSG00000132005
ENSDARG00000086337,ENSG00000234465
ENSDARG00000086337,ENSG00000259823
ENSDARG00000086337,ENSG00000286015
ENSDARG00000061121,ENSG00000150471
ENSDARG00000059789,ENSG00000151883
ENSDARG00000022424,ENSG00000170615
ENSDARG00000055740,ENSG00000139266
ENSDARG00000059280,ENSG00000128652
ENSDARG00000077983,ENSG00000117262
ENSDARG00000077983,ENSG00000188092
ENSDARG00000025034,ENSG00000127561
ENSDARG00000069390,ENSG00000164171
ENSDARG00000095802,ENSG00000179270
ENSDARG00000099375,ENSG00000100227
ENSDARG00000056294,ENSG00000188322
ENSDARG00000030957,ENSG00000119820
ENSDARG00000021439,ENSG00000266412
ENSDARG00000092845,ENSG00000112116
ENSDARG00000045402,ENSG00000148444
ENSDARG00000015749,ENSG00000163755
ENSDARG00000043907,ENSG00000161958
ENSDARG00000103428,ENSG00000105953
ENSDARG00000095157,ENSG00000096092
ENSDARG00000063089,ENSG00000101331
ENSDARG00000045909,ENSG00000146425
ENSDARG00000003822,ENSG00000134461
ENSDARG00000032868,ENSG00000184588
ENSDARG00000058244,ENSG00000056736
ENSDARG00000074074,ENSG00000173456
ENSDARG00000002909,ENSG00000105289
ENSDARG00000035559,ENSG00000141510
ENSDARG00000015254,ENSG00000105325
ENSDARG00000025891,ENSG00000185960
ENSDARG00000069286,ENSG00000164182
ENSDARG00000035285,ENSG00000141027
ENSDARG00000058492,ENSG00000159398
ENSDARG00000058492,ENSG00000198848
ENSDARG00000092520,ENSG00000221878
ENSDARG00000020876,ENSG00000005882
ENSDARG00000055760,ENSG00000116649
ENSDARG00000060315,ENSG00000152061
ENSDARG00000042658,ENSG00000151498
ENSDARG00000061718,ENSG00000164684
ENSDARG00000056376,ENSG00000186352
ENSDARG00000004706,ENSG00000117614
ENSDARG00000089461,ENSG00000148337
ENSDARG00000003414,ENSG00000152611
ENSDARG00000091277,ENSG00000186881
ENSDARG00000091277,ENSG00000183389
ENSDARG00000091277,ENSG00000180934
ENSDARG00000091277,ENSG00000184478
ENSDARG00000102879,ENSG00000196132
ENSDARG00000041182,ENSG00000174444
ENSDARG00000103388,ENSG00000180357
ENSDARG00000104649,ENSG00000163840
ENSDARG00000056640,ENSG00000153574
ENSDARG00000053987,ENSG00000179546
ENSDARG00000075870,ENSG00000100106
ENSDARG00000021488,ENSG00000108669
ENSDARG00000036863,ENSG00000176658
ENSDARG00000092361,ENSG00000137965
ENSDARG00000092361,ENSG00000137959
ENSDARG00000046148,ENSG00000163154
ENSDARG00000104457,ENSG00000156968
ENSDARG00000104457,ENSG00000261130
ENSDARG00000003444,ENSG00000100612
ENSDARG00000077845,ENSG00000146707
ENSDARG00000077845,ENSG00000188372
ENSDARG00000077788,ENSG00000104728
ENSDARG00000043548,ENSG00000130734
ENSDARG00000071425,ENSG00000109065
ENSDARG00000103786,ENSG00000198642
ENSDARG00000103786,ENSG00000003096
ENSDARG00000104531,ENSG00000168228
ENSDARG00000073978,ENSG00000143320
ENSDARG00000075800,ENSG00000129007
ENSDARG00000068683,ENSG00000083937
ENSDARG00000036227,ENSG00000105954
ENSDARG00000003635,ENSG00000106384
ENSDARG00000075532,ENSG00000088836
ENSDARG00000028659,ENSG00000149534
ENSDARG00000028659,ENSG00000149516
ENSDARG00000028659,ENSG00000166928
ENSDARG00000028659,ENSG00000166961
ENSDARG00000028659,ENSG00000166930
ENSDARG00000028659,ENSG00000204979
ENSDARG00000028659,ENSG00000214782
ENSDARG00000028659,ENSG00000166926
ENSDARG00000028659,ENSG00000110077
ENSDARG00000028659,ENSG00000156738
ENSDARG00000028659,ENSG00000166927
ENSDARG00000028659,ENSG00000172689
ENSDARG00000077920,ENSG00000164796
ENSDARG00000043196,ENSG00000258818
ENSDARG00000076435,ENSG00000144827
ENSDARG00000013500,ENSG00000107331
ENSDARG00000036678,ENSG00000145331
ENSDARG00000103235,ENSG00000164073
ENSDARG00000090560,ENSG00000197614
ENSDARG00000101322,ENSG00000072274
ENSDARG00000036076,ENSG00000155393
ENSDARG00000069026,ENSG00000164742
ENSDARG00000060112,ENSG00000147642
ENSDARG00000055100,ENSG00000107562
ENSDARG00000063731,ENSG00000155636
ENSDARG00000068691,ENSG00000180332
ENSDARG00000018327,ENSG00000152672
ENSDARG00000058256,ENSG00000162490
ENSDARG00000067613,ENSG00000244115
ENSDARG00000067613,ENSG00000059769
ENSDARG00000044588,ENSG00000213853
ENSDARG00000059234,ENSG00000113048
ENSDARG00000063438,ENSG00000198911
ENSDARG00000029242,ENSG00000110429
ENSDARG00000056781,ENSG00000146839
ENSDARG00000018032,ENSG00000196876
ENSDARG00000013653,ENSG00000162618
ENSDARG00000090895,ENSG00000120071
ENSDARG00000077012,ENSG00000151247
ENSDARG00000056926,ENSG00000149295
ENSDARG00000010280,ENSG00000074054
ENSDARG00000016496,ENSG00000132964
ENSDARG00000088813,ENSG00000154415
ENSDARG00000028780,ENSG00000172236
ENSDARG00000028780,ENSG00000197253
ENSDARG00000028780,ENSG00000116176
ENSDARG00000028780,ENSG00000095917
ENSDARG00000057928,ENSG00000173272
ENSDARG00000057928,ENSG00000152082
ENSDARG00000018953,ENSG00000023909
ENSDARG00000058906,ENSG00000134873
ENSDARG00000102295,ENSG00000103423
ENSDARG00000019231,ENSG00000197694
ENSDARG00000006397,ENSG00000068697
ENSDARG00000056830,ENSG00000234857
ENSDARG00000056830,ENSG00000214753
ENSDARG00000011487,ENSG00000156052
ENSDARG00000073756,ENSG00000113504
ENSDARG00000091831,ENSG00000124228
ENSDARG00000073923,ENSG00000133597
ENSDARG00000056618,ENSG00000047597
ENSDARG00000020841,ENSG00000076053
ENSDARG00000020841,ENSG00000255663
ENSDARG00000104936,ENSG00000180190
ENSDARG00000039310,ENSG00000283765
ENSDARG00000039310,ENSG00000175193
ENSDARG00000059079,ENSG00000131475
ENSDARG00000063191,ENSG00000162694
ENSDARG00000016611,ENSG00000144306
ENSDARG00000034768,ENSG00000118482
ENSDARG00000041505,ENSG00000136156
ENSDARG00000069733,ENSG00000088888
ENSDARG00000053058,ENSG00000142534
ENSDARG00000045172,ENSG00000107789
ENSDARG00000042934,ENSG00000118523
ENSDARG00000002952,ENSG00000128602
ENSDARG00000056856,ENSG00000106052
ENSDARG00000042522,ENSG00000134152
ENSDARG00000104179,ENSG00000135631
ENSDARG00000075592,ENSG00000163154
ENSDARG00000014091,ENSG00000143867
ENSDARG00000056328,ENSG00000140983
ENSDARG00000071347,ENSG00000119844
ENSDARG00000009823,ENSG00000248483
ENSDARG00000009823,ENSG00000204531
ENSDARG00000009823,ENSG00000212993
ENSDARG00000009823,ENSG00000185668
ENSDARG00000036412,ENSG00000160838
ENSDARG00000039350,ENSG00000106028
ENSDARG00000032865,ENSG00000124507
ENSDARG00000044325,ENSG00000157349
ENSDARG00000044325,ENSG00000168872
ENSDARG00000044325,ENSG00000260537
ENSDARG00000039302,ENSG00000132604
ENSDARG00000003872,ENSG00000135736
ENSDARG00000090646,ENSG00000061938
ENSDARG00000089824,ENSG00000147145
ENSDARG00000014587,ENSG00000186335
ENSDARG00000014587,ENSG00000186334
ENSDARG00000010376,ENSG00000198743
ENSDARG00000100392,ENSG00000231500
ENSDARG00000059064,ENSG00000153179
ENSDARG00000037954,ENSG00000105048
ENSDARG00000055784,ENSG00000070159
ENSDARG00000017781,ENSG00000072506
ENSDARG00000025254,ENSG00000163221
ENSDARG00000036700,ENSG00000127824
ENSDARG00000059883,ENSG00000187688
ENSDARG00000095046,ENSG00000106628
ENSDARG00000075561,ENSG00000203972
ENSDARG00000075561,ENSG00000156689
ENSDARG00000075561,ENSG00000166840
ENSDARG00000075561,ENSG00000149124
ENSDARG00000075561,ENSG00000255151
ENSDARG00000098771,ENSG00000141570
ENSDARG00000077626,ENSG00000163377
ENSDARG00000018478,ENSG00000172482
ENSDARG00000056541,ENSG00000169297
ENSDARG00000043666,ENSG00000146109
ENSDARG00000073892,ENSG00000187742
ENSDARG00000031307,ENSG00000174963
ENSDARG00000102883,ENSG00000115306
ENSDARG00000071042,ENSG00000164411
ENSDARG00000076611,ENSG00000135108
ENSDARG00000098345,ENSG00000165072
ENSDARG00000056165,ENSG00000204564
ENSDARG00000019838,ENSG00000109814
ENSDARG00000102538,ENSG00000078070
ENSDARG00000052099,ENSG00000172482
ENSDARG00000058100,ENSG00000179913
ENSDARG00000090581,ENSG00000160193
ENSDARG00000055317,ENSG00000186897
ENSDARG00000103542,ENSG00000112715
ENSDARG00000020761,ENSG00000105643
ENSDARG00000039434,ENSG00000112038
ENSDARG00000018241,ENSG00000140259
ENSDARG00000056913,ENSG00000106333
ENSDARG00000005456,ENSG00000140854
ENSDARG00000039970,ENSG00000188822
ENSDARG00000076351,ENSG00000198797
ENSDARG00000020611,ENSG00000160392
ENSDARG00000069150,ENSG00000143622
ENSDARG00000051731,ENSG00000131944
ENSDARG00000063411,ENSG00000204052
ENSDARG00000040838,ENSG00000150401
ENSDARG00000016695,ENSG00000108405
ENSDARG00000020178,ENSG00000139910
ENSDARG00000077364,ENSG00000050748
ENSDARG00000004874,ENSG00000106686
ENSDARG00000046079,ENSG00000130433
ENSDARG00000067851,ENSG00000284341
ENSDARG00000067851,ENSG00000204001
ENSDARG00000067851,ENSG00000148346
ENSDARG00000067851,ENSG00000187922
ENSDARG00000067851,ENSG00000267206
ENSDARG00000067851,ENSG00000184925
ENSDARG00000067851,ENSG00000204003
ENSDARG00000067851,ENSG00000107317
ENSDARG00000067851,ENSG00000177984
ENSDARG00000067851,ENSG00000214402
ENSDARG00000055852,ENSG00000168412
ENSDARG00000007941,ENSG00000078399
ENSDARG00000007941,ENSG00000257184
ENSDARG00000059858,ENSG00000182752
ENSDARG00000099182,ENSG00000164512
ENSDARG00000008279,ENSG00000076984
ENSDARG00000056268,ENSG00000162650
ENSDARG00000005540,ENSG00000130227
ENSDARG00000039435,ENSG00000091844
ENSDARG00000010658,ENSG00000186480
ENSDARG00000068114,ENSG00000158769
ENSDARG00000091042,ENSG00000151835
ENSDARG00000025858,ENSG00000135052
ENSDARG00000097339,ENSG00000090020
ENSDARG00000004023,ENSG00000016082
ENSDARG00000040252,ENSG00000163399
ENSDARG00000042722,ENSG00000095585
ENSDARG00000088630,ENSG00000074964
ENSDARG00000098916,ENSG00000001631
ENSDARG00000098916,ENSG00000285953
ENSDARG00000061544,ENSG00000177119
ENSDARG00000061687,ENSG00000124788
ENSDARG00000009942,ENSG00000094804
ENSDARG00000059931,ENSG00000068001
ENSDARG00000104097,ENSG00000186501
ENSDARG00000059916,ENSG00000114378
ENSDARG00000100097,ENSG00000197063
ENSDARG00000055539,ENSG00000086289
ENSDARG00000021433,ENSG00000169093
ENSDARG00000096081,ENSG00000161328
ENSDARG00000032990,ENSG00000198753
ENSDARG00000076182,ENSG00000115415
ENSDARG00000025147,ENSG00000135404
ENSDARG00000100166,ENSG00000167971
ENSDARG00000030441,ENSG00000180817
ENSDARG00000069014,ENSG00000131697
ENSDARG00000036952,ENSG00000260903
ENSDARG00000036180,ENSG00000157456
ENSDARG00000075565,ENSG00000061337
ENSDARG00000012747,ENSG00000157916
ENSDARG00000056111,ENSG00000163431
ENSDARG00000036457,ENSG00000130433
ENSDARG00000038905,ENSG00000126107
ENSDARG00000030267,ENSG00000122034
ENSDARG00000011422,ENSG00000196218
ENSDARG00000063310,ENSG00000164830
ENSDARG00000100564,ENSG00000120725
ENSDARG00000077382,ENSG00000099822
ENSDARG00000090013,ENSG00000188549
ENSDARG00000079712,ENSG00000197093
ENSDARG00000012823,ENSG00000080845
ENSDARG00000003925,ENSG00000189280
ENSDARG00000003925,ENSG00000189433
ENSDARG00000087863,ENSG00000026508
ENSDARG00000040547,ENSG00000109956
ENSDARG00000019907,ENSG00000136982
ENSDARG00000027143,ENSG00000137074
ENSDARG00000024017,ENSG00000139915
ENSDARG00000033832,ENSG00000116748
ENSDARG00000038789,ENSG00000126106
ENSDARG00000015174,ENSG00000033627
ENSDARG00000068708,ENSG00000006652
ENSDARG00000101949,ENSG00000105245
ENSDARG00000089781,ENSG00000148337
ENSDARG00000087704,ENSG00000146013
ENSDARG00000014792,ENSG00000131409
ENSDARG00000041081,ENSG00000110066
ENSDARG00000008976,ENSG00000112159
ENSDARG00000098813,ENSG00000117758
ENSDARG00000062830,ENSG00000174016
ENSDARG00000004633,ENSG00000049283
ENSDARG00000028067,ENSG00000104765
ENSDARG00000016457,ENSG00000213928
ENSDARG00000001710,ENSG00000137312
ENSDARG00000093512,ENSG00000149534
ENSDARG00000093512,ENSG00000149516
ENSDARG00000093512,ENSG00000166928
ENSDARG00000093512,ENSG00000166961
ENSDARG00000093512,ENSG00000166930
ENSDARG00000093512,ENSG00000204979
ENSDARG00000093512,ENSG00000214782
ENSDARG00000093512,ENSG00000166926
ENSDARG00000093512,ENSG00000110077
ENSDARG00000093512,ENSG00000156738
ENSDARG00000093512,ENSG00000166927
ENSDARG00000093512,ENSG00000172689
ENSDARG00000089698,ENSG00000166669
ENSDARG00000021805,ENSG00000104964
ENSDARG00000033647,ENSG00000099956
ENSDARG00000058943,ENSG00000163814
ENSDARG00000077229,ENSG00000074855
ENSDARG00000077295,ENSG00000151320
ENSDARG00000001897,ENSG00000269590
ENSDARG00000001897,ENSG00000104774
ENSDARG00000001897,ENSG00000269242
ENSDARG00000056647,ENSG00000146021
ENSDARG00000002002,ENSG00000071282
ENSDARG00000068456,ENSG00000142046
ENSDARG00000042827,ENSG00000181915
ENSDARG00000101234,ENSG00000165802
ENSDARG00000019774,ENSG00000174306
ENSDARG00000002536,ENSG00000101337
ENSDARG00000104101,ENSG00000060709
ENSDARG00000019717,ENSG00000153779
ENSDARG00000019717,ENSG00000176679
ENSDARG00000092749,ENSG00000152672
ENSDARG00000091771,ENSG00000140280
ENSDARG00000077407,ENSG00000141428
ENSDARG00000010231,ENSG00000213889
ENSDARG00000010231,ENSG00000164088
ENSDARG00000010231,ENSG00000155367
ENSDARG00000104643,ENSG00000152086
ENSDARG00000104643,ENSG00000075886
ENSDARG00000104643,ENSG00000198033
ENSDARG00000101449,ENSG00000105737
ENSDARG00000040815,ENSG00000182704
ENSDARG00000019932,ENSG00000158865
ENSDARG00000059254,ENSG00000152672
ENSDARG00000105185,ENSG00000162627
ENSDARG00000101348,ENSG00000117598
ENSDARG00000099927,ENSG00000011332
ENSDARG00000053301,ENSG00000173404
ENSDARG00000056984,ENSG00000172613
ENSDARG00000029718,ENSG00000109991
ENSDARG00000069334,ENSG00000106351
ENSDARG00000056206,ENSG00000148660
ENSDARG00000040290,ENSG00000005421
ENSDARG00000040290,ENSG00000105852
ENSDARG00000040290,ENSG00000105854
