Gene stable ID,Gene name
ENSRNOG00000013294,Sh2d2a
ENSRNOG00000006655,Plrg1
ENSRNOG00000007078,Ccn4
ENSRNOG00000038436,RGD1307100
ENSRNOG00000052343,Eif4e
ENSRNOG00000052502,LOC103690165
ENSRNOG00000051185,AABR07021572.1
ENSRNOG00000006486,Reg1a
ENSRNOG00000008114,AABR07069128.1
ENSRNOG00000045760,Ebna1bp2
ENSRNOG00000046625,AC097791.1
ENSRNOG00000048643,Olr204
ENSRNOG00000060705,AABR07006025.3
ENSRNOG00000001570,LOC100363136
ENSRNOG00000057441,AC110981.2
ENSRNOG00000018502,Mon1a
ENSRNOG00000027833,Fnip2
ENSRNOG00000041447,AABR07004269.2
ENSRNOG00000056413,Spata31d3
ENSRNOG00000025964,LOC103691922
ENSRNOG00000025428,Rp2
ENSRNOG00000009422,Hmgcl
ENSRNOG00000040000,Cts8
ENSRNOG00000017154,Atp11a
ENSRNOG00000002105,Cdc7
ENSRNOG00000046847,Olr753
ENSRNOG00000028781,Abcc6
ENSRNOG00000002050,Igfbp7
ENSRNOG00000061051,AABR07003933.1
ENSRNOG00000027900,Glt6d1
ENSRNOG00000058659,AABR07062812.1
ENSRNOG00000054938,AABR07030714.1
ENSRNOG00000004257,Ctps2
ENSRNOG00000055500,U6
ENSRNOG00000058820,Olr1768
ENSRNOG00000050550,Nr2e1
ENSRNOG00000008292,Hif1a
ENSRNOG00000003160,LOC108348096
ENSRNOG00000021069,Olr323
ENSRNOG00000047816,Ccs
ENSRNOG00000051938,AABR07001591.1
ENSRNOG00000051629,AABR07062329.1
ENSRNOG00000049931,LOC288913
ENSRNOG00000052250,AABR07019903.2
ENSRNOG00000059393,U6
ENSRNOG00000050429,Olr831
ENSRNOG00000061802,7SK
ENSRNOG00000017884,AABR07006160.1
ENSRNOG00000056881,LOC102546868
ENSRNOG00000053142,AABR07055992.1
ENSRNOG00000056831,AABR07002805.1
ENSRNOG00000036310,AABR07000257.1
ENSRNOG00000059321,AABR07001406.2
ENSRNOG00000052698,AABR07044273.2
ENSRNOG00000001454,Eif4h
ENSRNOG00000057539,AABR07063860.1
ENSRNOG00000047447,AC115420.2
ENSRNOG00000019132,Fv1
ENSRNOG00000051491,7SK
ENSRNOG00000053248,AABR07031674.3
ENSRNOG00000011014,Copg2
ENSRNOG00000020456,Nucb2
ENSRNOG00000021791,Csnka2ip
ENSRNOG00000010912,Mrps25
ENSRNOG00000017129,Ttll4
ENSRNOG00000056749,AABR07072416.1
ENSRNOG00000014742,Ankrd13b
ENSRNOG00000022572,LOC100911356
ENSRNOG00000061173,U4
ENSRNOG00000059922,AABR07019442.1
ENSRNOG00000054344,Ier2
ENSRNOG00000000887,AABR07035098.1
ENSRNOG00000023721,LOC502684
ENSRNOG00000055498,LOC103694875
ENSRNOG00000004077,Kcnc2
ENSRNOG00000061591,Y_RNA
ENSRNOG00000008296,Tpgs1
ENSRNOG00000010706,Ccdc117
ENSRNOG00000039415,Fchsd1
ENSRNOG00000006766,Laptm4b
ENSRNOG00000036828,Pde1b
ENSRNOG00000001399,Tbx5
ENSRNOG00000004160,Prps2
ENSRNOG00000056659,Mecp2
ENSRNOG00000041299,Mir881
ENSRNOG00000059148,SNORD25
ENSRNOG00000046993,AABR07051374.1
ENSRNOG00000057816,Gm24313
ENSRNOG00000032248,AABR07065012.1
ENSRNOG00000003469,MAST1
ENSRNOG00000031342,AABR07063082.1
ENSRNOG00000055792,Gm22059
ENSRNOG00000054937,AABR07071598.1
ENSRNOG00000043288,Smim13
ENSRNOG00000061498,AABR07069100.1
ENSRNOG00000059817,AABR07071333.1
ENSRNOG00000058454,LOC108353037
ENSRNOG00000026346,Svs6
ENSRNOG00000028955,AABR07006042.1
ENSRNOG00000003388,Cenpf
ENSRNOG00000050603,AABR07055875.1
ENSRNOG00000058051,AABR07068420.1
ENSRNOG00000056495,AABR07065676.1
ENSRNOG00000061410,AABR07061847.1
ENSRNOG00000042015,5S_rRNA
ENSRNOG00000054671,LOC108348129
ENSRNOG00000031038,Gtdc1
ENSRNOG00000046047,AC120291.2
ENSRNOG00000058162,U1
ENSRNOG00000058570,AABR07063674.1
ENSRNOG00000028470,Gdpd4
ENSRNOG00000054182,AABR07070816.1
ENSRNOG00000007769,Marchf2
ENSRNOG00000011507,Pick1
ENSRNOG00000016161,Lman2
ENSRNOG00000003543,Gpr143
ENSRNOG00000014828,Avpi1
ENSRNOG00000056218,AABR07000639.1
ENSRNOG00000045543,Frat2
ENSRNOG00000054808,AABR07017870.2
ENSRNOG00000060291,AABR07036723.1
ENSRNOG00000037133,AABR07003433.1
ENSRNOG00000025571,Il19
ENSRNOG00000007106,Sos1
ENSRNOG00000057397,AABR07071701.1
ENSRNOG00000037340,Epha10
ENSRNOG00000030032,Olr374
ENSRNOG00000060232,AABR07024799.3
ENSRNOG00000055569,SNORD15
ENSRNOG00000011077,Tjp1
ENSRNOG00000006715,Ccr1
ENSRNOG00000027278,Pramef8
ENSRNOG00000023910,Man2b1
ENSRNOG00000018864,Klk4
ENSRNOG00000051752,AABR07010894.1
ENSRNOG00000051735,AABR07067749.2
ENSRNOG00000016510,Prl7d1
ENSRNOG00000058436,LOC108348215
ENSRNOG00000035517,Mir3557
ENSRNOG00000032297,Msmo1
ENSRNOG00000028768,Gbp4
ENSRNOG00000011435,Osbpl10
ENSRNOG00000028231,AABR07029202.1
ENSRNOG00000005519,Grm3
ENSRNOG00000002253,Wdr5b
ENSRNOG00000004217,Stk10
ENSRNOG00000059500,Cdkn1c
ENSRNOG00000013179,Tinagl1
ENSRNOG00000003858,Atp6ap2
ENSRNOG00000059350,Ppp1r3a
ENSRNOG00000056647,Ascc1
ENSRNOG00000025811,Cfp
ENSRNOG00000047802,AABR07053924.1
ENSRNOG00000050781,NEWGENE_735020
ENSRNOG00000047992,AABR07013410.1
ENSRNOG00000052399,U6
ENSRNOG00000056350,Gm24644
ENSRNOG00000053034,AABR07071198.1
ENSRNOG00000003186,Anks3
ENSRNOG00000009967,Otof
ENSRNOG00000040033,Rhox12
ENSRNOG00000057229,AABR07047360.1
ENSRNOG00000060546,AABR07041236.1
ENSRNOG00000013364,Hey2
ENSRNOG00000024000,Cd22
ENSRNOG00000047039,AABR07005416.1
ENSRNOG00000001844,Klhl42
ENSRNOG00000059101,U1
ENSRNOG00000004626,Slc34a2
ENSRNOG00000029889,Clca4
ENSRNOG00000054751,Lmbrd2
ENSRNOG00000057102,Pafah1b2
ENSRNOG00000061721,U6
ENSRNOG00000004440,Fignl1
ENSRNOG00000021663,Vxn
ENSRNOG00000041435,AABR07039202.1
ENSRNOG00000057415,AC106909.1
ENSRNOG00000057515,AABR07046136.1
ENSRNOG00000040443,AABR07054473.1
ENSRNOG00000030771,Dgkb
ENSRNOG00000001392,Lhx5
ENSRNOG00000037196,Spag17
ENSRNOG00000058214,AC098462.1
ENSRNOG00000057227,LOC100363372
ENSRNOG00000017456,Vstm2b
ENSRNOG00000050826,LOC103690375
ENSRNOG00000059752,AABR07072936.1
ENSRNOG00000058038,AABR07024877.1
ENSRNOG00000008025,Bend5
ENSRNOG00000002969,Itpkb
ENSRNOG00000059450,AC114696.1
ENSRNOG00000057200,AABR07007717.2
ENSRNOG00000061545,LOC102554127
ENSRNOG00000003031,Atp2b4
ENSRNOG00000057541,AABR07032593.2
ENSRNOG00000010997,Ednrb
ENSRNOG00000061539,LOC102550577
ENSRNOG00000061440,SNORA74
ENSRNOG00000019043,Pdcd1
ENSRNOG00000051833,AABR07027906.1
ENSRNOG00000030708,Lcn4
ENSRNOG00000002210,Hsd17b11
ENSRNOG00000057990,AABR07019593.1
ENSRNOG00000046838,Olr1386
ENSRNOG00000060488,AABR07026668.1
ENSRNOG00000055390,Gm25835
ENSRNOG00000053664,U1
ENSRNOG00000056590,RNaseP_nuc
ENSRNOG00000058719,AABR07040494.1
ENSRNOG00000037698,Pramel
ENSRNOG00000056297,Fmnl3
ENSRNOG00000056919,U1
ENSRNOG00000048118,LOC108348276
ENSRNOG00000017463,Bloc1s3
ENSRNOG00000037793,Cdk5r2
ENSRNOG00000027487,Trim28
ENSRNOG00000004437,Map2k6
ENSRNOG00000007542,Scg5
ENSRNOG00000038654,LOC103692785
ENSRNOG00000000081,Antxr2
ENSRNOG00000052958,AABR07007663.1
ENSRNOG00000055198,U6
ENSRNOG00000056454,AC096600.1
ENSRNOG00000001204,Ankrd13a
ENSRNOG00000061339,U6
ENSRNOG00000015150,Spg7
ENSRNOG00000012038,Htr1d
ENSRNOG00000019423,Dvl1
ENSRNOG00000026296,Saxo2
ENSRNOG00000033503,Ldlrad2
ENSRNOG00000019052,Ankzf1
ENSRNOG00000053821,U6
ENSRNOG00000048680,AABR07058091.1
ENSRNOG00000053404,NEWGENE_1306267
ENSRNOG00000055370,Lce6a
ENSRNOG00000058000,AABR07068085.4
ENSRNOG00000054929,AABR07072414.1
ENSRNOG00000061668,AABR07035190.1
ENSRNOG00000002454,Rnf2
ENSRNOG00000052029,U4
ENSRNOG00000053792,AABR07011994.1
ENSRNOG00000054602,AABR07025408.1
ENSRNOG00000004560,Cacna1b
ENSRNOG00000058075,AABR07026576.2
ENSRNOG00000051774,AABR07062453.1
ENSRNOG00000040005,Ndufa1
ENSRNOG00000028939,Rps29
ENSRNOG00000017975,Dnajb13
ENSRNOG00000024517,Gpr119
ENSRNOG00000012363,Peli2
ENSRNOG00000057570,AABR07015648.1
ENSRNOG00000051470,Card9
ENSRNOG00000015777,Mex3c
ENSRNOG00000049171,Pspn
ENSRNOG00000049962,LOC100911860
ENSRNOG00000005348,Pamr1
ENSRNOG00000019037,AABR07008724.1
ENSRNOG00000059091,Potem
ENSRNOG00000032027,Tmem42
ENSRNOG00000055182,AC135822.2
ENSRNOG00000000470,Vps52
ENSRNOG00000030351,AABR07006627.1
ENSRNOG00000015232,Pip5k1b
ENSRNOG00000051104,AABR07039033.1
ENSRNOG00000030809,AABR07034293.1
ENSRNOG00000051300,AABR07039328.2
ENSRNOG00000051072,AABR07039313.1
ENSRNOG00000032798,Slco3a1
ENSRNOG00000042227,AABR07038625.1
ENSRNOG00000007455,Tmem132e
ENSRNOG00000032866,AABR07035366.1
ENSRNOG00000051035,AABR07048468.1
ENSRNOG00000028353,Sox13
ENSRNOG00000060991,AABR07001432.2
ENSRNOG00000062247,AABR07031521.1
ENSRNOG00000051304,AABR07004272.1
ENSRNOG00000017642,Acbd5
ENSRNOG00000010872,Ckb
ENSRNOG00000062143,LOC100911830
ENSRNOG00000015941,Fkbp10
ENSRNOG00000031398,Mab21l2
ENSRNOG00000025119,Fmo9
ENSRNOG00000051219,AABR07038969.1
ENSRNOG00000051039,LOC108349594
ENSRNOG00000051069,AC134204.1
ENSRNOG00000039282,MGC112692
ENSRNOG00000029386,RT1-N2
ENSRNOG00000012739,Brf2
ENSRNOG00000000985,Cpsf4
ENSRNOG00000037374,Ly6al
ENSRNOG00000048850,AABR07058441.1
ENSRNOG00000058654,AC119762.4
ENSRNOG00000009932,Mctp2
ENSRNOG00000013940,RGD1565989
ENSRNOG00000000040,RGD1304622
ENSRNOG00000018901,Rab14
ENSRNOG00000036865,Krt77
ENSRNOG00000051084,LOC103695128
ENSRNOG00000001039,Eif2b1
ENSRNOG00000062023,AABR07044349.1
ENSRNOG00000051083,AABR07021596.1
ENSRNOG00000005906,LOC103690020
ENSRNOG00000062121,AABR07020663.2
ENSRNOG00000014070,Krt13
ENSRNOG00000024138,Dusp21
ENSRNOG00000036762,Itpripl2
ENSRNOG00000051130,LOC102548326
ENSRNOG00000024208,Prss48
ENSRNOG00000029958,RGD1563861
ENSRNOG00000026133,Ly6d
ENSRNOG00000026490,Dnm3
ENSRNOG00000038181,AABR07038881.1
ENSRNOG00000006956,AABR07049085.1
ENSRNOG00000005944,Slurp1
ENSRNOG00000051138,Olr1223
ENSRNOG00000000456,Psmb8
ENSRNOG00000003123,Rpa1
ENSRNOG00000047401,Gfy
ENSRNOG00000053283,LOC100365588
ENSRNOG00000062088,AC242859.1
ENSRNOG00000043043,AABR07054232.1
ENSRNOG00000015295,Ctdsp1
ENSRNOG00000050910,LOC688583
ENSRNOG00000051329,LOC103691740
ENSRNOG00000062264,AABR07058298.1
ENSRNOG00000013896,Krt40
ENSRNOG00000011653,Washc2c
ENSRNOG00000062191,AABR07036016.1
ENSRNOG00000000459,Psmb9
ENSRNOG00000061543,Ap2b1
ENSRNOG00000014956,Slc11a1
ENSRNOG00000006644,Kdm4c
ENSRNOG00000059066,AC120486.10
ENSRNOG00000028856,Pknox2
ENSRNOG00000062291,AABR07012058.2
ENSRNOG00000010409,Nol6
ENSRNOG00000009540,Gpr3
ENSRNOG00000058003,Spon1
ENSRNOG00000051105,AABR07021586.1
ENSRNOG00000019090,Cct3
ENSRNOG00000011846,Krt28
ENSRNOG00000008078,Kcnh6
ENSRNOG00000003285,Mpv17l
ENSRNOG00000061961,AABR07021400.1
ENSRNOG00000015425,Ssx2ip
ENSRNOG00000058373,AABR07044365.1
ENSRNOG00000060963,Rbmy1j
ENSRNOG00000032924,AABR07064753.1
ENSRNOG00000000765,Olr1743
ENSRNOG00000007756,Atg101
ENSRNOG00000033527,Pappa1
ENSRNOG00000002991,Srr
ENSRNOG00000062268,AABR07051404.1
ENSRNOG00000049958,AABR07038831.1
ENSRNOG00000060503,AC112568.5
ENSRNOG00000000323,Prdm1
ENSRNOG00000042289,Plcxd2
ENSRNOG00000061097,Lrit3
ENSRNOG00000018426,NEWGENE_2134
ENSRNOG00000051446,AC119007.2
ENSRNOG00000050220,Nrxn1
ENSRNOG00000016336,AABR07045373.1
ENSRNOG00000062276,AABR07044631.2
ENSRNOG00000061964,AC126486.4
ENSRNOG00000062077,AABR07049773.1
ENSRNOG00000038231,AABR07038802.1
ENSRNOG00000061974,AABR07062904.1
ENSRNOG00000006487,Casp8ap2
ENSRNOG00000062252,AABR07072853.5
ENSRNOG00000051180,LOC100911516
ENSRNOG00000005982,C1d
ENSRNOG00000000889,AABR07011057.1
ENSRNOG00000051147,AABR07011057.2
ENSRNOG00000014399,Aamp
ENSRNOG00000062022,AABR07062898.1
ENSRNOG00000002708,Phf8
ENSRNOG00000062212,AABR07034208.1
ENSRNOG00000052839,Olr1739
ENSRNOG00000062085,AC239701.2
ENSRNOG00000000525,Pi16
ENSRNOG00000019649,Cul4a
ENSRNOG00000002953,P2ry4
ENSRNOG00000019763,Mlph
ENSRNOG00000006617,AABR07060487.1
ENSRNOG00000042186,Mln
ENSRNOG00000062287,AABR07044468.1
ENSRNOG00000050043,Olr1735
ENSRNOG00000058776,Olr1734
ENSRNOG00000003326,Rrn3
ENSRNOG00000013282,Mctp1
ENSRNOG00000024762,Frmd7
ENSRNOG00000061923,AC120486.12
ENSRNOG00000058119,Olr1733
ENSRNOG00000011953,Supt16h
ENSRNOG00000005524,Pno1
ENSRNOG00000047537,LOC100912373
ENSRNOG00000000519,Stk38
ENSRNOG00000050041,LOC682831
ENSRNOG00000023566,Vwa3b
ENSRNOG00000000516,Pxt1
ENSRNOG00000061947,AABR07026537.1
ENSRNOG00000062186,AABR07047323.2
ENSRNOG00000034215,AABR07034928.1
ENSRNOG00000060724,AC112568.6
ENSRNOG00000011271,Mcc
ENSRNOG00000009139,Fubp3
ENSRNOG00000062064,AABR07041247.4
ENSRNOG00000062044,AABR07041246.1
ENSRNOG00000000759,Olr1730
ENSRNOG00000038872,Fam115e
ENSRNOG00000051451,AABR07044297.1
ENSRNOG00000040013,Rhox2
ENSRNOG00000051277,AABR07067401.2
ENSRNOG00000046298,AABR07067401.1
ENSRNOG00000046333,AABR07007032.1
ENSRNOG00000016254,Sema4c
ENSRNOG00000062142,AABR07029963.1
ENSRNOG00000061444,Olr1714
ENSRNOG00000037185,AABR07058514.1
ENSRNOG00000055025,Fam25a
ENSRNOG00000062075,AABR07058514.3
ENSRNOG00000025344,Enthd1
ENSRNOG00000000799,Abcf1
ENSRNOG00000050229,LOC102550314
ENSRNOG00000019504,AABR07026536.1
ENSRNOG00000045569,Nol8
ENSRNOG00000061985,AABR07041237.1
ENSRNOG00000061965,AABR07041239.1
ENSRNOG00000015596,Efhd1
ENSRNOG00000043182,Septin6
ENSRNOG00000062013,Adprhl1
ENSRNOG00000051229,AABR07048485.1
ENSRNOG00000051064,AABR07016332.1
ENSRNOG00000061995,Grtp1
ENSRNOG00000049380,AABR07033657.1
ENSRNOG00000047298,Olr1868
ENSRNOG00000061377,AABR07044291.1
ENSRNOG00000001701,Cbr3
ENSRNOG00000051201,AABR07021565.1
ENSRNOG00000032991,Rufy4
ENSRNOG00000002736,Rabgap1l
ENSRNOG00000049590,RT1-M2
ENSRNOG00000002537,Wnk3
ENSRNOG00000032576,Nlgn1
ENSRNOG00000062018,AC141521.3
ENSRNOG00000025909,Uqcc2
ENSRNOG00000051351,AABR07048486.1
ENSRNOG00000061485,AABR07007035.1
ENSRNOG00000051224,AABR07004912.2
ENSRNOG00000051227,AABR07048487.2
ENSRNOG00000014582,Mrpl18
ENSRNOG00000017225,Fam160b1
ENSRNOG00000051121,AABR07048487.1
ENSRNOG00000051133,AABR07039147.1
ENSRNOG00000050982,AABR07014301.2
ENSRNOG00000051215,AABR07039147.2
ENSRNOG00000062001,AABR07014301.3
ENSRNOG00000032208,Eda
ENSRNOG00000002912,Parn
ENSRNOG00000002079,Mapk10
ENSRNOG00000025883,Ip6k3
ENSRNOG00000062059,AC141521.4
ENSRNOG00000018290,Alx3
ENSRNOG00000005214,Plek
ENSRNOG00000038807,Clpsl2
ENSRNOG00000049392,Sowahd
ENSRNOG00000005326,Cnrip1
ENSRNOG00000009245,Exosc2
ENSRNOG00000060606,AC098180.1
ENSRNOG00000000510,Clps
ENSRNOG00000062114,AABR07004914.1
ENSRNOG00000062040,AABR07014301.4
ENSRNOG00000020425,Stim1
ENSRNOG00000030222,Tcaf2
ENSRNOG00000043348,LOC103693375
ENSRNOG00000048795,Top2b
ENSRNOG00000015796,Msh2
ENSRNOG00000022283,Lhfpl5
ENSRNOG00000002905,Ccdc103
ENSRNOG00000030212,Cerkl
ENSRNOG00000062058,AABR07044429.1
ENSRNOG00000000511,Srpk1
ENSRNOG00000016057,Kcnj13
ENSRNOG00000017105,Dpyd
ENSRNOG00000023577,Gigyf2
ENSRNOG00000055145,AABR07052611.1
ENSRNOG00000059166,Ldb3
ENSRNOG00000039994,Upf3b
ENSRNOG00000013631,Slc31a2
ENSRNOG00000058057,AABR07019403.1
ENSRNOG00000051079,AC095947.4
ENSRNOG00000051909,AABR07044293.1
ENSRNOG00000059669,AABR07060394.2
ENSRNOG00000061972,AABR07009770.1
ENSRNOG00000024128,Aco2
ENSRNOG00000023941,Fam178b
ENSRNOG00000042370,AABR07044308.1
ENSRNOG00000021780,Rad51d
ENSRNOG00000051294,AABR07034923.1
ENSRNOG00000014269,Cxcr2
ENSRNOG00000000512,Slc26a8
ENSRNOG00000054154,Olr1718
ENSRNOG00000051321,AABR07039153.2
ENSRNOG00000002918,FAM187A
ENSRNOG00000010702,Ube3c
ENSRNOG00000059268,Ppp1r10
ENSRNOG00000062028,AABR07009775.1
ENSRNOG00000051290,AABR07039153.1
ENSRNOG00000053813,Nkap
ENSRNOG00000012103,Nmbr
ENSRNOG00000042687,Otud6a
ENSRNOG00000003030,Awat2
ENSRNOG00000005609,Neurod1
ENSRNOG00000050431,Aspn
ENSRNOG00000060951,AABR07052613.1
ENSRNOG00000006899,Akap14
ENSRNOG00000062220,Cenpp
ENSRNOG00000001009,Bri3
ENSRNOG00000002919,Gfap
ENSRNOG00000056825,AABR07072539.4
ENSRNOG00000047786,Ogn
ENSRNOG00000057560,AABR07044308.4
ENSRNOG00000052226,LOC108348144
ENSRNOG00000039560,LOC103690116
ENSRNOG00000062294,AC111847.1
ENSRNOG00000037886,Hs6st3
ENSRNOG00000052743,AC125982.2
ENSRNOG00000049908,AABR07037436.1
ENSRNOG00000062180,AABR07072539.6
ENSRNOG00000031716,LOC100910978
ENSRNOG00000051271,AABR07021571.1
ENSRNOG00000048239,Cxcr1
ENSRNOG00000038965,AABR07037419.1
ENSRNOG00000062303,AABR07072539.7
ENSRNOG00000062231,AABR07037451.2
ENSRNOG00000062232,Mcc
ENSRNOG00000005486,Phf20l1
ENSRNOG00000000513,Mapk14
ENSRNOG00000062300,AABR07037451.3
ENSRNOG00000051287,AABR07038714.1
ENSRNOG00000002764,Mettl16
ENSRNOG00000015667,Epcam
ENSRNOG00000051204,Dop1b
ENSRNOG00000009508,Casp6
ENSRNOG00000024521,Spata16
ENSRNOG00000019635,Cops8
ENSRNOG00000059412,Rnf113a1
ENSRNOG00000009433,Mcub
ENSRNOG00000014937,Lrrc71
ENSRNOG00000053949,Olr1722
ENSRNOG00000051398,AABR07044308.2
ENSRNOG00000051207,AC113837.1
ENSRNOG00000054164,LOC108348152
ENSRNOG00000016660,Cox5b
ENSRNOG00000047821,Smlr1
ENSRNOG00000053091,Olr1726
ENSRNOG00000058333,LOC103689929
ENSRNOG00000006636,Otud6b
ENSRNOG00000009218,Prdm12
ENSRNOG00000061951,AC107580.2
ENSRNOG00000023140,Pnldc1
ENSRNOG00000045752,Rrm1
ENSRNOG00000051342,AABR07017296.1
ENSRNOG00000002338,Dgke
ENSRNOG00000056415,AABR07044308.3
ENSRNOG00000053351,Rhox3
ENSRNOG00000012122,Clvs2
ENSRNOG00000051327,AABR07038714.2
ENSRNOG00000062163,AABR07000765.3
ENSRNOG00000001111,Brca2
ENSRNOG00000062105,AABR07000765.1
ENSRNOG00000000515,Mapk13
ENSRNOG00000026374,AABR07044311.1
ENSRNOG00000000465,Slc39a7
ENSRNOG00000051199,Fsip2
ENSRNOG00000050438,Olr1724
ENSRNOG00000061854,AC113837.9
ENSRNOG00000002750,Rc3h1
ENSRNOG00000060566,AABR07038729.1
ENSRNOG00000002894,Mnt
ENSRNOG00000008264,Fndc8
ENSRNOG00000051276,AABR07038752.1
ENSRNOG00000045696,AABR07028979.1
ENSRNOG00000008287,Nle1
ENSRNOG00000003151,Bfar
ENSRNOG00000031534,Rhox8
ENSRNOG00000051328,AABR07017308.1
ENSRNOG00000050918,AABR07060394.1
ENSRNOG00000053704,Gm27993
ENSRNOG00000045369,5S_rRNA
ENSRNOG00000019424,Aspdh
ENSRNOG00000019712,Ints11
ENSRNOG00000054345,AABR07029535.1
ENSRNOG00000014165,Ssr1
ENSRNOG00000050695,LOC108348145
ENSRNOG00000047659,AABR07028480.6
ENSRNOG00000036370,AABR07016769.1
ENSRNOG00000059574,U6
ENSRNOG00000033891,AABR07045058.1
ENSRNOG00000002200,AABR07072371.1
ENSRNOG00000019070,St13
ENSRNOG00000011457,Lrrc26
ENSRNOG00000008585,Tmbim7
ENSRNOG00000054215,AABR07004971.1
ENSRNOG00000025991,Pex1
ENSRNOG00000048693,Ctsql2
ENSRNOG00000016782,Tnfrsf8
ENSRNOG00000050974,AABR07030773.1
ENSRNOG00000008363,AABR07071101.1
ENSRNOG00000050031,LOC100912450
ENSRNOG00000005990,Wdsub1
ENSRNOG00000020062,LOC108348233
ENSRNOG00000037673,AABR07071891.1
ENSRNOG00000030016,Robo3
ENSRNOG00000020698,Rnd2
ENSRNOG00000052247,Manba
ENSRNOG00000050675,Myl4
ENSRNOG00000019770,Bnc1
ENSRNOG00000017077,Snx7
ENSRNOG00000042721,Gimd1
ENSRNOG00000023089,AABR07067520.1
ENSRNOG00000018467,Mitd1
ENSRNOG00000050355,Olr1241
ENSRNOG00000018095,Nkiras2
ENSRNOG00000028247,Ankrd13d
ENSRNOG00000023637,Tent5d
ENSRNOG00000014654,LOC691807
ENSRNOG00000061897,AABR07033579.3
ENSRNOG00000043387,Cpe
ENSRNOG00000001622,Impg2
ENSRNOG00000048353,Apeg3
ENSRNOG00000047370,Vom1r51
ENSRNOG00000012222,Cdh16
ENSRNOG00000047515,Olr637
ENSRNOG00000055123,Olr709
ENSRNOG00000020261,Fam53c
ENSRNOG00000058002,LOC100911695
ENSRNOG00000013460,Zfp319
ENSRNOG00000009830,Fam204a
ENSRNOG00000060730,LOC100912509
ENSRNOG00000011535,Gcsh
ENSRNOG00000048289,AC131806.1
ENSRNOG00000057656,AABR07047174.2
ENSRNOG00000061332,U4
ENSRNOG00000059602,AABR07072984.1
ENSRNOG00000053362,Gabarapl1
ENSRNOG00000024603,Rps15
ENSRNOG00000001367,Gpc2
ENSRNOG00000019459,Oaz1
ENSRNOG00000054797,AABR07065261.1
ENSRNOG00000012597,Rmc1
ENSRNOG00000050425,RGD1561777
ENSRNOG00000010729,Usp8
ENSRNOG00000048556,Mir3580
ENSRNOG00000056719,U6
ENSRNOG00000004501,Morc2b
ENSRNOG00000058225,U6
ENSRNOG00000002305,Slc15a2
ENSRNOG00000032204,Uqcrb
ENSRNOG00000019298,Dctn4
ENSRNOG00000010034,Asah1
ENSRNOG00000001847,Ccdc91
ENSRNOG00000052107,AABR07010385.1
ENSRNOG00000057006,7SK
ENSRNOG00000019223,Atp5f1c
ENSRNOG00000018759,Slc45a2
ENSRNOG00000053080,U1
ENSRNOG00000015717,Ptpre
ENSRNOG00000028752,Tmem81
ENSRNOG00000061882,AABR07053681.4
ENSRNOG00000025489,Pkd2l2
ENSRNOG00000059773,AABR07051218.1
ENSRNOG00000013823,Cers3
ENSRNOG00000055893,AC105830.1
ENSRNOG00000049874,P3r3urf
ENSRNOG00000061133,AABR07061022.4
ENSRNOG00000059888,U1
ENSRNOG00000053534,Snora78
ENSRNOG00000020110,B4gat1
ENSRNOG00000055598,Mir568
ENSRNOG00000046060,AABR07067441.1
ENSRNOG00000058155,AABR07043103.1
ENSRNOG00000053796,U3
ENSRNOG00000032828,Mapk8ip2
ENSRNOG00000060086,U2
ENSRNOG00000051930,AC130969.1
ENSRNOG00000061856,AABR07054422.1
ENSRNOG00000047565,Echs1
ENSRNOG00000012172,Spi1
ENSRNOG00000059287,AABR07054395.1
ENSRNOG00000056304,AABR07025709.1
ENSRNOG00000047312,Noxred1
ENSRNOG00000030285,Epha3
ENSRNOG00000058034,AABR07020815.1
ENSRNOG00000005814,NEWGENE_1582771
ENSRNOG00000019807,Sufu
ENSRNOG00000036719,Samd10
ENSRNOG00000004201,Rims2
ENSRNOG00000053300,AABR07058985.1
ENSRNOG00000013954,Alpl
ENSRNOG00000052283,AABR07070345.1
ENSRNOG00000052990,Cers5
ENSRNOG00000057994,AABR07034718.2
ENSRNOG00000057271,AABR07032748.1
ENSRNOG00000059220,AABR07035486.1
ENSRNOG00000057164,AABR07001010.1
ENSRNOG00000056383,U4
ENSRNOG00000009425,Fgf7
ENSRNOG00000036454,AABR07061586.1
ENSRNOG00000046559,AABR07070505.1
ENSRNOG00000061635,AABR07003466.1
ENSRNOG00000008814,Setsip
ENSRNOG00000024878,Rbm44
ENSRNOG00000059089,Olr358
ENSRNOG00000000166,Apex2
ENSRNOG00000020272,5330417C22Rik
ENSRNOG00000036681,Myadml2
ENSRNOG00000051742,AABR07044079.1
ENSRNOG00000009325,Fuca1
ENSRNOG00000053591,AABR07013085.1
ENSRNOG00000014480,Sys1
ENSRNOG00000024457,Pde11a
ENSRNOG00000058045,7SK
ENSRNOG00000035557,Mir410
ENSRNOG00000002536,C1galt1c1
ENSRNOG00000026963,Hsp90b1
ENSRNOG00000042516,AC130146.1
ENSRNOG00000009514,Mme
ENSRNOG00000005877,Lrpprc
ENSRNOG00000021750,Id1
ENSRNOG00000020455,Cst6
ENSRNOG00000015479,Mrps34
ENSRNOG00000019387,Ifi30
ENSRNOG00000005766,Tbc1d20
ENSRNOG00000014075,Clybl
ENSRNOG00000014801,Exog
ENSRNOG00000042340,LOC679894
ENSRNOG00000061142,AABR07007715.1
ENSRNOG00000012209,Cdadc1
ENSRNOG00000058584,U6
